 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
   1083  3.39E-16  3.83E-16  5.11E-16  6.86E-16  9.58E-16  1.39E-15  1.89E-15  2.43E-15  3.03E-15  3.68E-15  4.34E-15  5.06E-15  5.78E-15  6.56E-15  7.42E-15  5.19E-15  9.00E-15
   1084  3.39E-16  3.83E-16  5.10E-16  6.85E-16  9.58E-16  1.39E-15  1.88E-15  2.43E-15  3.03E-15  3.67E-15  4.33E-15  5.06E-15  5.77E-15  6.56E-15  7.41E-15  5.19E-15  9.00E-15
   1085  3.39E-16  3.83E-16  5.10E-16  6.85E-16  9.57E-16  1.39E-15  1.88E-15  2.43E-15  3.03E-15  3.67E-15  4.33E-15  5.06E-15  5.77E-15  6.55E-15  7.41E-15  5.19E-15  9.00E-15
   1086  3.39E-16  3.82E-16  5.10E-16  6.84E-16  9.56E-16  1.39E-15  1.88E-15  2.43E-15  3.03E-15  3.67E-15  4.33E-15  5.05E-15  5.77E-15  6.55E-15  7.41E-15  5.19E-15  8.99E-15
   1087  3.39E-16  3.82E-16  5.09E-16  6.84E-16  9.56E-16  1.39E-15  1.88E-15  2.43E-15  3.03E-15  3.67E-15  4.33E-15  5.05E-15  5.77E-15  6.55E-15  7.40E-15  5.19E-15  8.99E-15
   1088  3.39E-16  3.82E-16  5.09E-16  6.84E-16  9.55E-16  1.39E-15  1.88E-15  2.43E-15  3.02E-15  3.66E-15  4.33E-15  5.05E-15  5.76E-15  6.54E-15  7.40E-15  5.18E-15  8.98E-15
   1089  3.39E-16  3.82E-16  5.09E-16  6.83E-16  9.55E-16  1.39E-15  1.88E-15  2.43E-15  3.02E-15  3.66E-15  4.32E-15  5.05E-15  5.76E-15  6.54E-15  7.40E-15  5.18E-15  8.98E-15
   1090  3.39E-16  3.82E-16  5.09E-16  6.83E-16  9.54E-16  1.39E-15  1.88E-15  2.42E-15  3.02E-15  3.66E-15  4.32E-15  5.04E-15  5.76E-15  6.53E-15  7.39E-15  5.18E-15  8.98E-15
   1091  3.38E-16  3.82E-16  5.08E-16  6.82E-16  9.53E-16  1.38E-15  1.88E-15  2.42E-15  3.02E-15  3.66E-15  4.32E-15  5.04E-15  5.75E-15  6.53E-15  7.39E-15  5.18E-15  8.97E-15
   1092  3.38E-16  3.81E-16  5.08E-16  6.82E-16  9.53E-16  1.38E-15  1.88E-15  2.42E-15  3.02E-15  3.66E-15  4.32E-15  5.04E-15  5.75E-15  6.53E-15  7.38E-15  5.18E-15  8.97E-15
   1093  3.38E-16  3.81E-16  5.08E-16  6.82E-16  9.52E-16  1.38E-15  1.87E-15  2.42E-15  3.02E-15  3.65E-15  4.31E-15  5.04E-15  5.75E-15  6.53E-15  7.38E-15  5.17E-15  8.96E-15
   1094  3.38E-16  3.81E-16  5.08E-16  6.81E-16  9.52E-16  1.38E-15  1.87E-15  2.42E-15  3.01E-15  3.65E-15  4.31E-15  5.03E-15  5.74E-15  6.52E-15  7.38E-15  5.17E-15  8.96E-15
   1095  3.38E-16  3.81E-16  5.07E-16  6.81E-16  9.51E-16  1.38E-15  1.87E-15  2.42E-15  3.01E-15  3.65E-15  4.31E-15  5.03E-15  5.74E-15  6.52E-15  7.37E-15  5.17E-15  8.95E-15
   1096  3.38E-16  3.81E-16  5.07E-16  6.80E-16  9.50E-16  1.38E-15  1.87E-15  2.42E-15  3.01E-15  3.65E-15  4.31E-15  5.03E-15  5.74E-15  6.52E-15  7.37E-15  5.17E-15  8.95E-15
   1097  3.38E-16  3.81E-16  5.07E-16  6.80E-16  9.50E-16  1.38E-15  1.87E-15  2.41E-15  3.01E-15  3.65E-15  4.30E-15  5.03E-15  5.74E-15  6.51E-15  7.37E-15  5.17E-15  8.94E-15
   1098  3.37E-16  3.80E-16  5.06E-16  6.80E-16  9.49E-16  1.38E-15  1.87E-15  2.41E-15  3.01E-15  3.64E-15  4.30E-15  5.02E-15  5.73E-15  6.51E-15  7.36E-15  5.16E-15  8.94E-15
   1099  3.37E-16  3.80E-16  5.06E-16  6.79E-16  9.49E-16  1.38E-15  1.87E-15  2.41E-15  3.01E-15  3.64E-15  4.30E-15  5.02E-15  5.73E-15  6.51E-15  7.36E-15  5.16E-15  8.94E-15
   1100  3.37E-16  3.80E-16  5.06E-16  6.79E-16  9.48E-16  1.38E-15  1.87E-15  2.41E-15  3.00E-15  3.64E-15  4.30E-15  5.02E-15  5.73E-15  6.50E-15  7.36E-15  5.16E-15  8.93E-15
   1101  3.37E-16  3.80E-16  5.06E-16  6.78E-16  9.47E-16  1.37E-15  1.86E-15  2.41E-15  3.00E-15  3.64E-15  4.29E-15  5.01E-15  5.72E-15  6.50E-15  7.35E-15  5.16E-15  8.93E-15
   1102  3.37E-16  3.80E-16  5.05E-16  6.78E-16  9.47E-16  1.37E-15  1.86E-15  2.41E-15  3.00E-15  3.64E-15  4.29E-15  5.01E-15  5.72E-15  6.50E-15  7.35E-15  5.16E-15  8.92E-15
   1103  3.37E-16  3.80E-16  5.05E-16  6.78E-16  9.46E-16  1.37E-15  1.86E-15  2.41E-15  3.00E-15  3.64E-15  4.29E-15  5.01E-15  5.72E-15  6.49E-15  7.34E-15  5.15E-15  8.92E-15
   1104  3.37E-16  3.80E-16  5.05E-16  6.77E-16  9.46E-16  1.37E-15  1.86E-15  2.40E-15  3.00E-15  3.63E-15  4.29E-15  5.01E-15  5.71E-15  6.49E-15  7.34E-15  5.15E-15  8.91E-15
   1105  3.37E-16  3.79E-16  5.05E-16  6.77E-16  9.45E-16  1.37E-15  1.86E-15  2.40E-15  2.99E-15  3.63E-15  4.28E-15  5.00E-15  5.71E-15  6.49E-15  7.34E-15  5.15E-15  8.91E-15
   1106  3.36E-16  3.79E-16  5.04E-16  6.76E-16  9.44E-16  1.37E-15  1.86E-15  2.40E-15  2.99E-15  3.63E-15  4.28E-15  5.00E-15  5.71E-15  6.48E-15  7.33E-15  5.15E-15  8.91E-15
   1107  3.36E-16  3.79E-16  5.04E-16  6.76E-16  9.44E-16  1.37E-15  1.86E-15  2.40E-15  2.99E-15  3.63E-15  4.28E-15  5.00E-15  5.71E-15  6.48E-15  7.33E-15  5.15E-15  8.90E-15
   1108  3.36E-16  3.79E-16  5.04E-16  6.76E-16  9.43E-16  1.37E-15  1.86E-15  2.40E-15  2.99E-15  3.62E-15  4.28E-15  5.00E-15  5.70E-15  6.48E-15  7.33E-15  5.14E-15  8.90E-15
   1109  3.36E-16  3.79E-16  5.03E-16  6.75E-16  9.43E-16  1.37E-15  1.86E-15  2.40E-15  2.99E-15  3.62E-15  4.28E-15  4.99E-15  5.70E-15  6.47E-15  7.32E-15  5.14E-15  8.89E-15
   1110  3.36E-16  3.79E-16  5.03E-16  6.75E-16  9.42E-16  1.37E-15  1.85E-15  2.40E-15  2.99E-15  3.62E-15  4.27E-15  4.99E-15  5.70E-15  6.47E-15  7.32E-15  5.14E-15  8.89E-15
   1111  3.36E-16  3.78E-16  5.03E-16  6.74E-16  9.41E-16  1.37E-15  1.85E-15  2.39E-15  2.98E-15  3.62E-15  4.27E-15  4.99E-15  5.69E-15  6.47E-15  7.32E-15  5.14E-15  8.88E-15
   1112  3.36E-16  3.78E-16  5.03E-16  6.74E-16  9.41E-16  1.36E-15  1.85E-15  2.39E-15  2.98E-15  3.62E-15  4.27E-15  4.99E-15  5.69E-15  6.46E-15  7.31E-15  5.14E-15  8.88E-15
   1113  3.36E-16  3.78E-16  5.02E-16  6.74E-16  9.40E-16  1.36E-15  1.85E-15  2.39E-15  2.98E-15  3.61E-15  4.27E-15  4.98E-15  5.69E-15  6.46E-15  7.31E-15  5.14E-15  8.88E-15
   1114  3.35E-16  3.78E-16  5.02E-16  6.73E-16  9.40E-16  1.36E-15  1.85E-15  2.39E-15  2.98E-15  3.61E-15  4.26E-15  4.98E-15  5.69E-15  6.46E-15  7.30E-15  5.13E-15  8.87E-15
   1115  3.35E-16  3.78E-16  5.02E-16  6.73E-16  9.39E-16  1.36E-15  1.85E-15  2.39E-15  2.98E-15  3.61E-15  4.26E-15  4.98E-15  5.68E-15  6.45E-15  7.30E-15  5.13E-15  8.87E-15
   1116  3.35E-16  3.78E-16  5.02E-16  6.72E-16  9.38E-16  1.36E-15  1.85E-15  2.39E-15  2.98E-15  3.61E-15  4.26E-15  4.98E-15  5.68E-15  6.45E-15  7.30E-15  5.13E-15  8.86E-15
   1117  3.35E-16  3.78E-16  5.01E-16  6.72E-16  9.38E-16  1.36E-15  1.85E-15  2.39E-15  2.97E-15  3.61E-15  4.26E-15  4.97E-15  5.68E-15  6.45E-15  7.29E-15  5.13E-15  8.86E-15
   1118  3.35E-16  3.77E-16  5.01E-16  6.72E-16  9.37E-16  1.36E-15  1.85E-15  2.38E-15  2.97E-15  3.60E-15  4.25E-15  4.97E-15  5.67E-15  6.44E-15  7.29E-15  5.12E-15  8.86E-15
   1119  3.35E-16  3.77E-16  5.01E-16  6.71E-16  9.37E-16  1.36E-15  1.84E-15  2.38E-15  2.97E-15  3.60E-15  4.25E-15  4.97E-15  5.67E-15  6.44E-15  7.29E-15  5.12E-15  8.85E-15
   1120  3.35E-16  3.77E-16  5.01E-16  6.71E-16  9.36E-16  1.36E-15  1.84E-15  2.38E-15  2.97E-15  3.60E-15  4.25E-15  4.97E-15  5.67E-15  6.44E-15  7.28E-15  5.12E-15  8.85E-15
   1121  3.35E-16  3.77E-16  5.00E-16  6.70E-16  9.36E-16  1.36E-15  1.84E-15  2.38E-15  2.97E-15  3.60E-15  4.25E-15  4.96E-15  5.67E-15  6.44E-15  7.28E-15  5.12E-15  8.84E-15
   1122  3.35E-16  3.77E-16  5.00E-16  6.70E-16  9.35E-16  1.35E-15  1.84E-15  2.38E-15  2.97E-15  3.60E-15  4.25E-15  4.96E-15  5.66E-15  6.43E-15  7.28E-15  5.12E-15  8.84E-15
   1123  3.34E-16  3.77E-16  5.00E-16  6.70E-16  9.34E-16  1.35E-15  1.84E-15  2.38E-15  2.96E-15  3.59E-15  4.24E-15  4.96E-15  5.66E-15  6.43E-15  7.27E-15  5.12E-15  8.83E-15
   1124  3.34E-16  3.77E-16  4.99E-16  6.69E-16  9.34E-16  1.35E-15  1.84E-15  2.38E-15  2.96E-15  3.59E-15  4.24E-15  4.95E-15  5.66E-15  6.43E-15  7.27E-15  5.11E-15  8.83E-15
   1125  3.34E-16  3.76E-16  4.99E-16  6.69E-16  9.33E-16  1.35E-15  1.84E-15  2.37E-15  2.96E-15  3.59E-15  4.24E-15  4.95E-15  5.66E-15  6.42E-15  7.27E-15  5.11E-15  8.83E-15
   1126  3.34E-16  3.76E-16  4.99E-16  6.69E-16  9.33E-16  1.35E-15  1.84E-15  2.37E-15  2.96E-15  3.59E-15  4.24E-15  4.95E-15  5.65E-15  6.42E-15  7.26E-15  5.11E-15  8.82E-15
   1127  3.34E-16  3.76E-16  4.99E-16  6.68E-16  9.32E-16  1.35E-15  1.84E-15  2.37E-15  2.96E-15  3.59E-15  4.24E-15  4.95E-15  5.65E-15  6.42E-15  7.26E-15  5.11E-15  8.82E-15
   1128  3.34E-16  3.76E-16  4.98E-16  6.68E-16  9.31E-16  1.35E-15  1.83E-15  2.37E-15  2.96E-15  3.58E-15  4.23E-15  4.94E-15  5.65E-15  6.41E-15  7.26E-15  5.11E-15  8.81E-15
   1129  3.34E-16  3.76E-16  4.98E-16  6.67E-16  9.31E-16  1.35E-15  1.83E-15  2.37E-15  2.95E-15  3.58E-15  4.23E-15  4.94E-15  5.64E-15  6.41E-15  7.25E-15  5.10E-15  8.81E-15
   1130  3.34E-16  3.76E-16  4.98E-16  6.67E-16  9.30E-16  1.35E-15  1.83E-15  2.37E-15  2.95E-15  3.58E-15  4.23E-15  4.94E-15  5.64E-15  6.41E-15  7.25E-15  5.10E-15  8.81E-15
   1131  3.33E-16  3.75E-16  4.98E-16  6.67E-16  9.30E-16  1.35E-15  1.83E-15  2.37E-15  2.95E-15  3.58E-15  4.23E-15  4.94E-15  5.64E-15  6.40E-15  7.24E-15  5.10E-15  8.80E-15
   1132  3.33E-16  3.75E-16  4.97E-16  6.66E-16  9.29E-16  1.35E-15  1.83E-15  2.36E-15  2.95E-15  3.58E-15  4.22E-15  4.93E-15  5.64E-15  6.40E-15  7.24E-15  5.10E-15  8.80E-15
   1133  3.33E-16  3.75E-16  4.97E-16  6.66E-16  9.29E-16  1.34E-15  1.83E-15  2.36E-15  2.95E-15  3.57E-15  4.22E-15  4.93E-15  5.63E-15  6.40E-15  7.24E-15  5.10E-15  8.79E-15
   1134  3.33E-16  3.75E-16  4.97E-16  6.66E-16  9.28E-16  1.34E-15  1.83E-15  2.36E-15  2.95E-15  3.57E-15  4.22E-15  4.93E-15  5.63E-15  6.39E-15  7.23E-15  5.10E-15  8.79E-15
   1135  3.33E-16  3.75E-16  4.97E-16  6.65E-16  9.28E-16  1.34E-15  1.83E-15  2.36E-15  2.95E-15  3.57E-15  4.22E-15  4.93E-15  5.63E-15  6.39E-15  7.23E-15  5.09E-15  8.78E-15
   1136  3.33E-16  3.75E-16  4.96E-16  6.65E-16  9.27E-16  1.34E-15  1.83E-15  2.36E-15  2.94E-15  3.57E-15  4.22E-15  4.92E-15  5.62E-15  6.39E-15  7.23E-15  5.09E-15  8.78E-15
   1137  3.33E-16  3.75E-16  4.96E-16  6.65E-16  9.26E-16  1.34E-15  1.82E-15  2.36E-15  2.94E-15  3.57E-15  4.21E-15  4.92E-15  5.62E-15  6.38E-15  7.22E-15  5.09E-15  8.78E-15
   1138  3.33E-16  3.74E-16  4.96E-16  6.64E-16  9.26E-16  1.34E-15  1.82E-15  2.36E-15  2.94E-15  3.56E-15  4.21E-15  4.92E-15  5.62E-15  6.38E-15  7.22E-15  5.09E-15  8.77E-15
   1139  3.32E-16  3.74E-16  4.96E-16  6.64E-16  9.25E-16  1.34E-15  1.82E-15  2.35E-15  2.94E-15  3.56E-15  4.21E-15  4.92E-15  5.61E-15  6.38E-15  7.22E-15  5.09E-15  8.77E-15
   1140  3.32E-16  3.74E-16  4.95E-16  6.63E-16  9.25E-16  1.34E-15  1.82E-15  2.35E-15  2.94E-15  3.56E-15  4.21E-15  4.91E-15  5.61E-15  6.38E-15  7.21E-15  5.08E-15  8.77E-15
   1141  3.32E-16  3.74E-16  4.95E-16  6.63E-16  9.24E-16  1.34E-15  1.82E-15  2.35E-15  2.93E-15  3.56E-15  4.20E-15  4.91E-15  5.61E-15  6.37E-15  7.21E-15  5.08E-15  8.76E-15
   1142  3.32E-16  3.74E-16  4.95E-16  6.63E-16  9.24E-16  1.34E-15  1.82E-15  2.35E-15  2.93E-15  3.56E-15  4.20E-15  4.91E-15  5.61E-15  6.37E-15  7.21E-15  5.08E-15  8.76E-15
   1143  3.32E-16  3.74E-16  4.95E-16  6.62E-16  9.23E-16  1.34E-15  1.82E-15  2.35E-15  2.93E-15  3.56E-15  4.20E-15  4.91E-15  5.60E-15  6.37E-15  7.20E-15  5.08E-15  8.75E-15
   1144  3.32E-16  3.74E-16  4.94E-16  6.62E-16  9.23E-16  1.34E-15  1.82E-15  2.35E-15  2.93E-15  3.55E-15  4.20E-15  4.90E-15  5.60E-15  6.36E-15  7.20E-15  5.08E-15  8.75E-15
   1145  3.32E-16  3.73E-16  4.94E-16  6.62E-16  9.22E-16  1.33E-15  1.82E-15  2.35E-15  2.93E-15  3.55E-15  4.19E-15  4.90E-15  5.60E-15  6.36E-15  7.20E-15  5.07E-15  8.74E-15
   1146  3.32E-16  3.73E-16  4.94E-16  6.61E-16  9.21E-16  1.33E-15  1.82E-15  2.35E-15  2.93E-15  3.55E-15  4.19E-15  4.90E-15  5.60E-15  6.36E-15  7.19E-15  5.07E-15  8.74E-15
   1147  3.31E-16  3.73E-16  4.94E-16  6.61E-16  9.21E-16  1.33E-15  1.81E-15  2.34E-15  2.93E-15  3.55E-15  4.19E-15  4.90E-15  5.59E-15  6.35E-15  7.19E-15  5.07E-15  8.74E-15
   1148  3.31E-16  3.73E-16  4.93E-16  6.60E-16  9.20E-16  1.33E-15  1.81E-15  2.34E-15  2.92E-15  3.54E-15  4.19E-15  4.89E-15  5.59E-15  6.35E-15  7.19E-15  5.07E-15  8.73E-15
   1149  3.31E-16  3.73E-16  4.93E-16  6.60E-16  9.20E-16  1.33E-15  1.81E-15  2.34E-15  2.92E-15  3.54E-15  4.19E-15  4.89E-15  5.59E-15  6.35E-15  7.18E-15  5.07E-15  8.73E-15
   1150  3.31E-16  3.73E-16  4.93E-16  6.60E-16  9.19E-16  1.33E-15  1.81E-15  2.34E-15  2.92E-15  3.54E-15  4.18E-15  4.89E-15  5.59E-15  6.35E-15  7.18E-15  5.07E-15  8.73E-15
   1151  3.31E-16  3.73E-16  4.93E-16  6.59E-16  9.19E-16  1.33E-15  1.81E-15  2.34E-15  2.92E-15  3.54E-15  4.18E-15  4.89E-15  5.58E-15  6.34E-15  7.18E-15  5.06E-15  8.72E-15
   1152  3.31E-16  3.72E-16  4.92E-16  6.59E-16  9.18E-16  1.33E-15  1.81E-15  2.34E-15  2.92E-15  3.54E-15  4.18E-15  4.88E-15  5.58E-15  6.34E-15  7.17E-15  5.06E-15  8.72E-15
   1153  3.31E-16  3.72E-16  4.92E-16  6.59E-16  9.18E-16  1.33E-15  1.81E-15  2.34E-15  2.91E-15  3.54E-15  4.18E-15  4.88E-15  5.58E-15  6.34E-15  7.17E-15  5.06E-15  8.71E-15
   1154  3.31E-16  3.72E-16  4.92E-16  6.58E-16  9.17E-16  1.33E-15  1.81E-15  2.34E-15  2.91E-15  3.53E-15  4.18E-15  4.88E-15  5.57E-15  6.33E-15  7.17E-15  5.06E-15  8.71E-15
   1155  3.31E-16  3.72E-16  4.92E-16  6.58E-16  9.17E-16  1.33E-15  1.81E-15  2.33E-15  2.91E-15  3.53E-15  4.17E-15  4.88E-15  5.57E-15  6.33E-15  7.16E-15  5.06E-15  8.71E-15
   1156  3.30E-16  3.72E-16  4.91E-16  6.58E-16  9.16E-16  1.32E-15  1.80E-15  2.33E-15  2.91E-15  3.53E-15  4.17E-15  4.87E-15  5.57E-15  6.33E-15  7.16E-15  5.06E-15  8.70E-15
   1157  3.30E-16  3.72E-16  4.91E-16  6.57E-16  9.15E-16  1.32E-15  1.80E-15  2.33E-15  2.91E-15  3.53E-15  4.17E-15  4.87E-15  5.57E-15  6.32E-15  7.16E-15  5.05E-15  8.70E-15
   1158  3.30E-16  3.72E-16  4.91E-16  6.57E-16  9.15E-16  1.32E-15  1.80E-15  2.33E-15  2.91E-15  3.53E-15  4.17E-15  4.87E-15  5.56E-15  6.32E-15  7.15E-15  5.05E-15  8.69E-15
   1159  3.30E-16  3.71E-16  4.91E-16  6.57E-16  9.14E-16  1.32E-15  1.80E-15  2.33E-15  2.91E-15  3.52E-15  4.16E-15  4.87E-15  5.56E-15  6.32E-15  7.15E-15  5.05E-15  8.69E-15
   1160  3.30E-16  3.71E-16  4.90E-16  6.56E-16  9.14E-16  1.32E-15  1.80E-15  2.33E-15  2.91E-15  3.52E-15  4.16E-15  4.87E-15  5.56E-15  6.31E-15  7.15E-15  5.05E-15  8.69E-15
   1161  3.30E-16  3.71E-16  4.90E-16  6.56E-16  9.13E-16  1.32E-15  1.80E-15  2.33E-15  2.90E-15  3.52E-15  4.16E-15  4.86E-15  5.56E-15  6.31E-15  7.14E-15  5.05E-15  8.68E-15
   1162  3.30E-16  3.71E-16  4.90E-16  6.55E-16  9.13E-16  1.32E-15  1.80E-15  2.32E-15  2.90E-15  3.52E-15  4.16E-15  4.86E-15  5.55E-15  6.31E-15  7.14E-15  5.04E-15  8.68E-15
   1163  3.30E-16  3.71E-16  4.90E-16  6.55E-16  9.12E-16  1.32E-15  1.80E-15  2.32E-15  2.90E-15  3.52E-15  4.16E-15  4.86E-15  5.55E-15  6.31E-15  7.14E-15  5.04E-15  8.67E-15
   1164  3.29E-16  3.71E-16  4.89E-16  6.55E-16  9.12E-16  1.32E-15  1.80E-15  2.32E-15  2.90E-15  3.52E-15  4.15E-15  4.85E-15  5.55E-15  6.30E-15  7.13E-15  5.04E-15  8.67E-15
   1165  3.29E-16  3.71E-16  4.89E-16  6.54E-16  9.11E-16  1.32E-15  1.80E-15  2.32E-15  2.90E-15  3.51E-15  4.15E-15  4.85E-15  5.55E-15  6.30E-15  7.13E-15  5.04E-15  8.67E-15
   1166  3.29E-16  3.70E-16  4.89E-16  6.54E-16  9.11E-16  1.32E-15  1.79E-15  2.32E-15  2.89E-15  3.51E-15  4.15E-15  4.85E-15  5.54E-15  6.30E-15  7.13E-15  5.04E-15  8.66E-15
   1167  3.29E-16  3.70E-16  4.89E-16  6.54E-16  9.10E-16  1.32E-15  1.79E-15  2.32E-15  2.89E-15  3.51E-15  4.15E-15  4.85E-15  5.54E-15  6.29E-15  7.12E-15  5.04E-15  8.66E-15
   1168  3.29E-16  3.70E-16  4.88E-16  6.53E-16  9.10E-16  1.31E-15  1.79E-15  2.32E-15  2.89E-15  3.51E-15  4.15E-15  4.85E-15  5.54E-15  6.29E-15  7.12E-15  5.03E-15  8.65E-15
   1169  3.29E-16  3.70E-16  4.88E-16  6.53E-16  9.09E-16  1.31E-15  1.79E-15  2.32E-15  2.89E-15  3.51E-15  4.14E-15  4.84E-15  5.54E-15  6.29E-15  7.12E-15  5.03E-15  8.65E-15
   1170  3.29E-16  3.70E-16  4.88E-16  6.52E-16  9.09E-16  1.31E-15  1.79E-15  2.31E-15  2.89E-15  3.50E-15  4.14E-15  4.84E-15  5.53E-15  6.29E-15  7.11E-15  5.03E-15  8.65E-15
   1171  3.29E-16  3.70E-16  4.88E-16  6.52E-16  9.08E-16  1.31E-15  1.79E-15  2.31E-15  2.89E-15  3.50E-15  4.14E-15  4.84E-15  5.53E-15  6.28E-15  7.11E-15  5.03E-15  8.64E-15
   1172  3.29E-16  3.70E-16  4.88E-16  6.52E-16  9.07E-16  1.31E-15  1.79E-15  2.31E-15  2.89E-15  3.50E-15  4.14E-15  4.84E-15  5.53E-15  6.28E-15  7.11E-15  5.03E-15  8.64E-15
   1173  3.28E-16  3.69E-16  4.87E-16  6.51E-16  9.07E-16  1.31E-15  1.79E-15  2.31E-15  2.88E-15  3.50E-15  4.13E-15  4.83E-15  5.52E-15  6.28E-15  7.10E-15  5.03E-15  8.64E-15
   1174  3.28E-16  3.69E-16  4.87E-16  6.51E-16  9.06E-16  1.31E-15  1.79E-15  2.31E-15  2.88E-15  3.50E-15  4.13E-15  4.83E-15  5.52E-15  6.27E-15  7.10E-15  5.02E-15  8.63E-15
   1175  3.28E-16  3.69E-16  4.87E-16  6.51E-16  9.06E-16  1.31E-15  1.78E-15  2.31E-15  2.88E-15  3.50E-15  4.13E-15  4.83E-15  5.52E-15  6.27E-15  7.10E-15  5.02E-15  8.63E-15
   1176  3.28E-16  3.69E-16  4.87E-16  6.50E-16  9.05E-16  1.31E-15  1.78E-15  2.31E-15  2.88E-15  3.49E-15  4.13E-15  4.83E-15  5.52E-15  6.27E-15  7.09E-15  5.02E-15  8.62E-15
   1177  3.28E-16  3.69E-16  4.86E-16  6.50E-16  9.05E-16  1.31E-15  1.78E-15  2.31E-15  2.88E-15  3.49E-15  4.13E-15  4.82E-15  5.51E-15  6.26E-15  7.09E-15  5.02E-15  8.62E-15
   1178  3.28E-16  3.69E-16  4.86E-16  6.50E-16  9.04E-16  1.31E-15  1.78E-15  2.30E-15  2.88E-15  3.49E-15  4.12E-15  4.82E-15  5.51E-15  6.26E-15  7.09E-15  5.02E-15  8.62E-15
   1179  3.28E-16  3.69E-16  4.86E-16  6.49E-16  9.04E-16  1.31E-15  1.78E-15  2.30E-15  2.87E-15  3.49E-15  4.12E-15  4.82E-15  5.51E-15  6.26E-15  7.08E-15  5.02E-15  8.61E-15
   1180  3.28E-16  3.68E-16  4.86E-16  6.49E-16  9.03E-16  1.30E-15  1.78E-15  2.30E-15  2.87E-15  3.49E-15  4.12E-15  4.82E-15  5.51E-15  6.26E-15  7.08E-15  5.01E-15  8.61E-15
   1181  3.28E-16  3.68E-16  4.85E-16  6.49E-16  9.03E-16  1.30E-15  1.78E-15  2.30E-15  2.87E-15  3.48E-15  4.12E-15  4.81E-15  5.50E-15  6.25E-15  7.08E-15  5.01E-15  8.60E-15
   1182  3.27E-16  3.68E-16  4.85E-16  6.48E-16  9.02E-16  1.30E-15  1.78E-15  2.30E-15  2.87E-15  3.48E-15  4.12E-15  4.81E-15  5.50E-15  6.25E-15  7.07E-15  5.01E-15  8.60E-15
   1183  3.27E-16  3.68E-16  4.85E-16  6.48E-16  9.02E-16  1.30E-15  1.78E-15  2.30E-15  2.87E-15  3.48E-15  4.11E-15  4.81E-15  5.50E-15  6.25E-15  7.07E-15  5.01E-15  8.60E-15
   1184  3.27E-16  3.68E-16  4.85E-16  6.48E-16  9.01E-16  1.30E-15  1.78E-15  2.30E-15  2.87E-15  3.48E-15  4.11E-15  4.81E-15  5.50E-15  6.24E-15  7.07E-15  5.01E-15  8.59E-15
   1185  3.27E-16  3.68E-16  4.84E-16  6.47E-16  9.01E-16  1.30E-15  1.77E-15  2.29E-15  2.87E-15  3.48E-15  4.11E-15  4.81E-15  5.49E-15  6.24E-15  7.06E-15  5.00E-15  8.59E-15
   1186  3.27E-16  3.68E-16  4.84E-16  6.47E-16  9.00E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.48E-15  4.11E-15  4.80E-15  5.49E-15  6.24E-15  7.06E-15  5.00E-15  8.59E-15
   1187  3.27E-16  3.67E-16  4.84E-16  6.47E-16  9.00E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.47E-15  4.11E-15  4.80E-15  5.49E-15  6.24E-15  7.06E-15  5.00E-15  8.58E-15
   1188  3.27E-16  3.67E-16  4.84E-16  6.46E-16  8.99E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.47E-15  4.10E-15  4.80E-15  5.48E-15  6.23E-15  7.05E-15  5.00E-15  8.58E-15
   1189  3.27E-16  3.67E-16  4.83E-16  6.46E-16  8.99E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.47E-15  4.10E-15  4.80E-15  5.48E-15  6.23E-15  7.05E-15  5.00E-15  8.57E-15
   1190  3.27E-16  3.67E-16  4.83E-16  6.46E-16  8.98E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.47E-15  4.10E-15  4.79E-15  5.48E-15  6.23E-15  7.05E-15  5.00E-15  8.57E-15
   1191  3.26E-16  3.67E-16  4.83E-16  6.45E-16  8.98E-16  1.30E-15  1.77E-15  2.29E-15  2.86E-15  3.47E-15  4.10E-15  4.79E-15  5.48E-15  6.22E-15  7.04E-15  4.99E-15  8.57E-15
   1192  3.26E-16  3.67E-16  4.83E-16  6.45E-16  8.97E-16  1.29E-15  1.77E-15  2.29E-15  2.86E-15  3.46E-15  4.10E-15  4.79E-15  5.48E-15  6.22E-15  7.04E-15  4.99E-15  8.56E-15
   1193  3.26E-16  3.67E-16  4.83E-16  6.45E-16  8.97E-16  1.29E-15  1.77E-15  2.28E-15  2.85E-15  3.46E-15  4.09E-15  4.79E-15  5.47E-15  6.22E-15  7.04E-15  4.99E-15  8.56E-15
   1194  3.26E-16  3.67E-16  4.82E-16  6.44E-16  8.96E-16  1.29E-15  1.77E-15  2.28E-15  2.85E-15  3.46E-15  4.09E-15  4.79E-15  5.47E-15  6.22E-15  7.04E-15  4.99E-15  8.56E-15
   1195  3.26E-16  3.66E-16  4.82E-16  6.44E-16  8.95E-16  1.29E-15  1.76E-15  2.28E-15  2.85E-15  3.46E-15  4.09E-15  4.78E-15  5.47E-15  6.21E-15  7.03E-15  4.99E-15  8.55E-15
