 # Alt [km]  H2 [cm^-3]   He [cm^-3]  CH4 [cm^-3]  Tot [cm^-3]  Temp [K]  Press [mBar]  Scale height [km]
  2474.00    6.452E+05    1.008E+05    1.567E+03    7.476E+05    940.00    9.703E-11       1.792E+07
  2472.00    6.524E+05    1.020E+05    1.585E+03    7.560E+05    940.00    9.811E-11       1.740E+07
  2470.00    6.599E+05    1.031E+05    1.603E+03    7.646E+05    940.00    9.924E-11       1.737E+07
  2468.00    6.675E+05    1.043E+05    1.622E+03    7.735E+05    940.00    1.004E-10       1.734E+07
  2466.00    6.752E+05    1.055E+05    1.640E+03    7.824E+05    940.00    1.015E-10       1.688E+07
  2464.00    6.832E+05    1.068E+05    1.660E+03    7.916E+05    940.00    1.027E-10       1.646E+07
  2462.00    6.915E+05    1.081E+05    1.680E+03    8.013E+05    940.00    1.040E-10       1.627E+07
  2460.00    7.000E+05    1.094E+05    1.701E+03    8.111E+05    940.00    1.053E-10       1.591E+07
  2458.00    7.088E+05    1.108E+05    1.722E+03    8.213E+05    940.00    1.066E-10       1.575E+07
  2456.00    7.178E+05    1.122E+05    1.744E+03    8.317E+05    940.00    1.079E-10       1.544E+07
  2454.00    7.271E+05    1.136E+05    1.766E+03    8.425E+05    940.00    1.093E-10       1.531E+07
  2452.00    7.366E+05    1.151E+05    1.789E+03    8.535E+05    940.00    1.108E-10       1.535E+07
  2450.00    7.462E+05    1.166E+05    1.813E+03    8.646E+05    940.00    1.122E-10       1.539E+07
  2448.00    7.559E+05    1.181E+05    1.836E+03    8.759E+05    940.00    1.137E-10       1.559E+07
  2446.00    7.656E+05    1.197E+05    1.860E+03    8.871E+05    940.00    1.151E-10       1.562E+07
  2444.00    7.754E+05    1.212E+05    1.884E+03    8.985E+05    940.00    1.166E-10       1.582E+07
  2442.00    7.852E+05    1.227E+05    1.908E+03    9.098E+05    940.00    1.181E-10       1.602E+07
  2440.00    7.950E+05    1.243E+05    1.931E+03    9.212E+05    940.00    1.196E-10       1.639E+07
  2438.00    8.047E+05    1.258E+05    1.955E+03    9.324E+05    940.00    1.210E-10       1.676E+07
  2436.00    8.143E+05    1.273E+05    1.978E+03    9.436E+05    940.00    1.225E-10       1.696E+07
  2434.00    8.239E+05    1.288E+05    2.002E+03    9.547E+05    940.00    1.239E-10       1.716E+07
  2432.00    8.335E+05    1.303E+05    2.025E+03    9.658E+05    940.00    1.253E-10       1.736E+07
  2430.00    8.431E+05    1.318E+05    2.048E+03    9.769E+05    940.00    1.268E-10       1.738E+07
  2428.00    8.528E+05    1.333E+05    2.072E+03    9.882E+05    940.00    1.282E-10       1.758E+07
  2426.00    8.625E+05    1.348E+05    2.095E+03    9.994E+05    940.00    1.297E-10       1.760E+07
  2424.00    8.723E+05    1.363E+05    2.119E+03    1.011E+06    940.00    1.312E-10       1.745E+07
  2422.00    8.823E+05    1.379E+05    2.143E+03    1.022E+06    940.00    1.327E-10       1.747E+07
  2420.00    8.924E+05    1.395E+05    2.168E+03    1.034E+06    940.00    1.342E-10       1.733E+07
  2418.00    9.027E+05    1.411E+05    2.193E+03    1.046E+06    940.00    1.357E-10       1.736E+07
  2416.00    9.131E+05    1.427E+05    2.218E+03    1.058E+06    940.00    1.373E-10       1.707E+07
  2414.00    9.238E+05    1.444E+05    2.244E+03    1.070E+06    940.00    1.389E-10       1.680E+07
  2412.00    9.348E+05    1.461E+05    2.271E+03    1.083E+06    940.00    1.406E-10       1.669E+07
  2410.00    9.460E+05    1.479E+05    2.298E+03    1.096E+06    940.00    1.423E-10       1.645E+07
  2408.00    9.575E+05    1.497E+05    2.326E+03    1.109E+06    940.00    1.440E-10       1.623E+07
  2406.00    9.693E+05    1.515E+05    2.355E+03    1.123E+06    940.00    1.458E-10       1.616E+07
  2404.00    9.813E+05    1.534E+05    2.384E+03    1.137E+06    940.00    1.476E-10       1.596E+07
  2402.00    9.936E+05    1.553E+05    2.414E+03    1.151E+06    940.00    1.494E-10       1.603E+07
  2400.00    1.006E+06    1.572E+05    2.444E+03    1.166E+06    940.00    1.513E-10       1.548E+07
  2398.00    1.019E+06    1.593E+05    2.476E+03    1.181E+06    940.00    1.532E-10       1.698E+07
  2396.00    1.031E+06    1.611E+05    2.505E+03    1.195E+06    940.00    1.550E-10       1.586E+07
  2394.00    1.044E+06    1.632E+05    2.536E+03    1.210E+06    940.00    1.570E-10       1.606E+07
  2392.00    1.057E+06    1.652E+05    2.568E+03    1.225E+06    940.00    1.590E-10       1.626E+07
  2390.00    1.070E+06    1.672E+05    2.599E+03    1.240E+06    940.00    1.609E-10       1.646E+07
  2388.00    1.083E+06    1.693E+05    2.631E+03    1.255E+06    940.00    1.629E-10       1.666E+07
  2386.00    1.096E+06    1.713E+05    2.663E+03    1.270E+06    940.00    1.648E-10       1.686E+07
  2384.00    1.109E+06    1.733E+05    2.694E+03    1.285E+06    940.00    1.668E-10       1.706E+07
  2382.00    1.122E+06    1.754E+05    2.726E+03    1.300E+06    940.00    1.687E-10       1.603E+07
  2380.00    1.136E+06    1.776E+05    2.760E+03    1.316E+06    940.00    1.708E-10       1.748E+07
  2378.00    1.149E+06    1.796E+05    2.791E+03    1.331E+06    940.00    1.728E-10       1.641E+07
  2376.00    1.163E+06    1.818E+05    2.825E+03    1.348E+06    940.00    1.749E-10       1.789E+07
  2374.00    1.176E+06    1.838E+05    2.857E+03    1.363E+06    940.00    1.768E-10       1.680E+07
  2372.00    1.190E+06    1.860E+05    2.891E+03    1.379E+06    940.00    1.790E-10       1.587E+07
  2370.00    1.205E+06    1.883E+05    2.927E+03    1.396E+06    940.00    1.812E-10       1.721E+07
  2368.00    1.219E+06    1.905E+05    2.961E+03    1.412E+06    940.00    1.833E-10       1.625E+07
  2366.00    1.234E+06    1.929E+05    2.998E+03    1.430E+06    940.00    1.856E-10       1.645E+07
  2364.00    1.249E+06    1.952E+05    3.034E+03    1.447E+06    940.00    1.878E-10       1.665E+07
  2362.00    1.264E+06    1.976E+05    3.071E+03    1.465E+06    940.00    1.901E-10       1.580E+07
  2360.00    1.280E+06    2.001E+05    3.110E+03    1.483E+06    940.00    1.925E-10       1.600E+07
  2358.00    1.296E+06    2.026E+05    3.149E+03    1.502E+06    940.00    1.949E-10       1.620E+07
  2356.00    1.312E+06    2.051E+05    3.187E+03    1.520E+06    940.00    1.973E-10       1.544E+07
  2354.00    1.329E+06    2.077E+05    3.229E+03    1.540E+06    940.00    1.999E-10       1.564E+07
  2352.00    1.346E+06    2.104E+05    3.270E+03    1.560E+06    940.00    2.024E-10       1.584E+07
  2350.00    1.363E+06    2.130E+05    3.311E+03    1.579E+06    940.00    2.050E-10       1.604E+07
  2348.00    1.380E+06    2.157E+05    3.353E+03    1.599E+06    940.00    2.075E-10       1.533E+07
  2346.00    1.398E+06    2.185E+05    3.396E+03    1.620E+06    940.00    2.102E-10       1.645E+07
  2344.00    1.415E+06    2.212E+05    3.438E+03    1.640E+06    940.00    2.128E-10       1.572E+07
  2342.00    1.433E+06    2.240E+05    3.481E+03    1.660E+06    940.00    2.155E-10       1.686E+07
  2340.00    1.450E+06    2.266E+05    3.523E+03    1.680E+06    940.00    2.181E-10       1.706E+07
  2338.00    1.467E+06    2.293E+05    3.564E+03    1.700E+06    940.00    2.206E-10       1.630E+07
  2336.00    1.485E+06    2.321E+05    3.608E+03    1.721E+06    940.00    2.233E-10       1.747E+07
  2334.00    1.502E+06    2.348E+05    3.649E+03    1.740E+06    940.00    2.259E-10       1.669E+07
  2332.00    1.520E+06    2.376E+05    3.693E+03    1.761E+06    940.00    2.286E-10       1.689E+07
  2330.00    1.538E+06    2.404E+05    3.736E+03    1.782E+06    940.00    2.313E-10       1.809E+07
  2328.00    1.555E+06    2.430E+05    3.778E+03    1.802E+06    940.00    2.338E-10       1.728E+07
  2326.00    1.573E+06    2.459E+05    3.821E+03    1.823E+06    940.00    2.365E-10       1.656E+07
  2324.00    1.592E+06    2.488E+05    3.868E+03    1.845E+06    940.00    2.394E-10       1.769E+07
  2322.00    1.610E+06    2.516E+05    3.911E+03    1.866E+06    940.00    2.421E-10       1.695E+07
  2320.00    1.629E+06    2.546E+05    3.958E+03    1.888E+06    940.00    2.450E-10       1.715E+07
  2318.00    1.648E+06    2.576E+05    4.004E+03    1.910E+06    940.00    2.478E-10       1.648E+07
  2316.00    1.668E+06    2.607E+05    4.052E+03    1.933E+06    940.00    2.508E-10       1.668E+07
  2314.00    1.688E+06    2.638E+05    4.101E+03    1.956E+06    940.00    2.538E-10       1.608E+07
  2312.00    1.709E+06    2.671E+05    4.152E+03    1.980E+06    940.00    2.570E-10       1.628E+07
  2310.00    1.730E+06    2.704E+05    4.203E+03    2.005E+06    940.00    2.602E-10       1.573E+07
  2308.00    1.752E+06    2.738E+05    4.256E+03    2.030E+06    940.00    2.635E-10       1.593E+07
  2306.00    1.774E+06    2.773E+05    4.310E+03    2.056E+06    940.00    2.668E-10       1.543E+07
  2304.00    1.797E+06    2.809E+05    4.366E+03    2.082E+06    940.00    2.702E-10       1.563E+07
  2302.00    1.820E+06    2.845E+05    4.422E+03    2.109E+06    940.00    2.737E-10       1.583E+07
  2300.00    1.843E+06    2.881E+05    4.477E+03    2.136E+06    940.00    2.772E-10       1.603E+07
  2298.00    1.866E+06    2.917E+05    4.533E+03    2.162E+06    940.00    2.806E-10       1.555E+07
  2296.00    1.890E+06    2.954E+05    4.592E+03    2.190E+06    940.00    2.842E-10       1.643E+07
  2294.00    1.913E+06    2.990E+05    4.647E+03    2.217E+06    940.00    2.877E-10       1.594E+07
  2292.00    1.937E+06    3.028E+05    4.706E+03    2.244E+06    940.00    2.913E-10       1.684E+07
  2290.00    1.960E+06    3.064E+05    4.762E+03    2.271E+06    940.00    2.947E-10       1.704E+07
  2288.00    1.983E+06    3.099E+05    4.818E+03    2.298E+06    940.00    2.982E-10       1.724E+07
  2286.00    2.006E+06    3.135E+05    4.873E+03    2.324E+06    940.00    3.017E-10       1.744E+07
  2284.00    2.029E+06    3.171E+05    4.929E+03    2.351E+06    940.00    3.051E-10       1.764E+07
  2282.00    2.052E+06    3.207E+05    4.985E+03    2.378E+06    940.00    3.086E-10       1.784E+07
  2280.00    2.075E+06    3.243E+05    5.041E+03    2.404E+06    940.00    3.120E-10       1.804E+07
  2278.00    2.098E+06    3.279E+05    5.097E+03    2.431E+06    940.00    3.155E-10       1.748E+07
  2276.00    2.122E+06    3.317E+05    5.155E+03    2.459E+06    940.00    3.191E-10       1.768E+07
  2274.00    2.146E+06    3.354E+05    5.214E+03    2.487E+06    940.00    3.227E-10       1.788E+07
  2272.00    2.170E+06    3.392E+05    5.272E+03    2.514E+06    940.00    3.263E-10       1.736E+07
  2270.00    2.195E+06    3.431E+05    5.333E+03    2.543E+06    940.00    3.301E-10       1.756E+07
  2268.00    2.220E+06    3.470E+05    5.393E+03    2.572E+06    940.00    3.338E-10       1.644E+07
  2266.00    2.247E+06    3.512E+05    5.459E+03    2.604E+06    940.00    3.379E-10       1.664E+07
  2264.00    2.274E+06    3.554E+05    5.524E+03    2.635E+06    940.00    3.420E-10       1.684E+07
  2262.00    2.301E+06    3.596E+05    5.590E+03    2.666E+06    940.00    3.460E-10       1.587E+07
  2260.00    2.330E+06    3.642E+05    5.661E+03    2.700E+06    940.00    3.504E-10       1.553E+07
  2258.00    2.360E+06    3.689E+05    5.733E+03    2.735E+06    940.00    3.549E-10       1.573E+07
  2256.00    2.390E+06    3.736E+05    5.806E+03    2.769E+06    940.00    3.594E-10       1.494E+07
  2254.00    2.422E+06    3.786E+05    5.884E+03    2.806E+06    940.00    3.642E-10       1.563E+07
  2252.00    2.453E+06    3.834E+05    5.959E+03    2.842E+06    940.00    3.689E-10       1.487E+07
  2250.00    2.486E+06    3.886E+05    6.040E+03    2.881E+06    940.00    3.738E-10       1.507E+07
  2248.00    2.519E+06    3.937E+05    6.120E+03    2.919E+06    940.00    3.788E-10       1.574E+07
  2246.00    2.551E+06    3.987E+05    6.197E+03    2.956E+06    940.00    3.836E-10       1.546E+07
  2244.00    2.584E+06    4.039E+05    6.278E+03    2.994E+06    940.00    3.886E-10       1.566E+07
  2242.00    2.617E+06    4.090E+05    6.358E+03    3.032E+06    940.00    3.935E-10       1.586E+07
  2240.00    2.650E+06    4.142E+05    6.438E+03    3.071E+06    940.00    3.985E-10       1.656E+07
  2238.00    2.682E+06    4.192E+05    6.516E+03    3.108E+06    940.00    4.033E-10       1.625E+07
  2236.00    2.715E+06    4.244E+05    6.596E+03    3.146E+06    940.00    4.083E-10       1.697E+07
  2234.00    2.747E+06    4.294E+05    6.674E+03    3.183E+06    940.00    4.131E-10       1.772E+07
  2232.00    2.778E+06    4.342E+05    6.749E+03    3.219E+06    940.00    4.178E-10       1.684E+07
  2230.00    2.811E+06    4.394E+05    6.829E+03    3.257E+06    940.00    4.227E-10       1.757E+07
  2228.00    2.843E+06    4.444E+05    6.907E+03    3.294E+06    940.00    4.275E-10       1.777E+07
  2226.00    2.875E+06    4.494E+05    6.985E+03    3.331E+06    940.00    4.323E-10       1.742E+07
  2224.00    2.908E+06    4.545E+05    7.065E+03    3.370E+06    940.00    4.373E-10       1.711E+07
  2222.00    2.942E+06    4.598E+05    7.147E+03    3.409E+06    940.00    4.424E-10       1.731E+07
  2220.00    2.976E+06    4.652E+05    7.230E+03    3.448E+06    940.00    4.475E-10       1.701E+07
  2218.00    3.011E+06    4.706E+05    7.315E+03    3.489E+06    940.00    4.528E-10       1.673E+07
  2216.00    3.047E+06    4.762E+05    7.402E+03    3.531E+06    940.00    4.582E-10       1.693E+07
  2214.00    3.083E+06    4.819E+05    7.490E+03    3.572E+06    940.00    4.636E-10       1.623E+07
  2212.00    3.121E+06    4.878E+05    7.582E+03    3.616E+06    940.00    4.693E-10       1.601E+07
  2210.00    3.160E+06    4.939E+05    7.677E+03    3.662E+06    940.00    4.752E-10       1.580E+07
  2208.00    3.200E+06    5.002E+05    7.774E+03    3.708E+06    940.00    4.812E-10       1.561E+07
  2206.00    3.241E+06    5.066E+05    7.874E+03    3.755E+06    940.00    4.874E-10       1.507E+07
  2204.00    3.284E+06    5.133E+05    7.978E+03    3.805E+06    940.00    4.939E-10       1.527E+07
  2202.00    3.327E+06    5.200E+05    8.083E+03    3.855E+06    940.00    5.003E-10       1.547E+07
  2200.00    3.370E+06    5.267E+05    8.187E+03    3.905E+06    940.00    5.068E-10       1.532E+07
  2198.00    3.414E+06    5.336E+05    8.294E+03    3.956E+06    940.00    5.134E-10       1.552E+07
  2196.00    3.458E+06    5.405E+05    8.401E+03    4.007E+06    940.00    5.200E-10       1.572E+07
  2194.00    3.502E+06    5.474E+05    8.508E+03    4.058E+06    940.00    5.266E-10       1.592E+07
  2192.00    3.546E+06    5.542E+05    8.615E+03    4.109E+06    940.00    5.333E-10       1.612E+07
  2190.00    3.590E+06    5.611E+05    8.722E+03    4.160E+06    940.00    5.399E-10       1.670E+07
  2188.00    3.633E+06    5.678E+05    8.826E+03    4.210E+06    940.00    5.463E-10       1.690E+07
  2186.00    3.676E+06    5.746E+05    8.930E+03    4.259E+06    940.00    5.528E-10       1.710E+07
  2184.00    3.719E+06    5.813E+05    9.035E+03    4.309E+06    940.00    5.593E-10       1.771E+07
  2182.00    3.761E+06    5.878E+05    9.137E+03    4.358E+06    940.00    5.656E-10       1.749E+07
  2180.00    3.804E+06    5.946E+05    9.241E+03    4.408E+06    940.00    5.720E-10       1.769E+07
  2178.00    3.847E+06    6.013E+05    9.346E+03    4.458E+06    940.00    5.785E-10       1.789E+07
  2176.00    3.890E+06    6.080E+05    9.450E+03    4.507E+06    940.00    5.850E-10       1.768E+07
  2174.00    3.934E+06    6.149E+05    9.557E+03    4.558E+06    940.00    5.916E-10       1.748E+07
  2172.00    3.979E+06    6.219E+05    9.667E+03    4.611E+06    940.00    5.984E-10       1.768E+07
  2170.00    4.024E+06    6.290E+05    9.776E+03    4.663E+06    940.00    6.051E-10       1.712E+07
  2168.00    4.071E+06    6.363E+05    9.890E+03    4.717E+06    940.00    6.122E-10       1.732E+07
  2166.00    4.118E+06    6.436E+05    1.000E+04    4.772E+06    940.00    6.193E-10       1.681E+07
  2164.00    4.167E+06    6.513E+05    1.012E+04    4.828E+06    940.00    6.266E-10       1.634E+07
  2162.00    4.218E+06    6.593E+05    1.025E+04    4.888E+06    940.00    6.343E-10       1.622E+07
  2160.00    4.270E+06    6.674E+05    1.037E+04    4.948E+06    940.00    6.421E-10       1.581E+07
  2158.00    4.324E+06    6.758E+05    1.050E+04    5.010E+06    940.00    6.502E-10       1.572E+07
  2156.00    4.379E+06    6.844E+05    1.064E+04    5.074E+06    940.00    6.585E-10       1.536E+07
  2154.00    4.436E+06    6.934E+05    1.078E+04    5.140E+06    940.00    6.671E-10       1.530E+07
  2152.00    4.494E+06    7.024E+05    1.092E+04    5.207E+06    940.00    6.758E-10       1.523E+07
  2150.00    4.553E+06    7.116E+05    1.106E+04    5.276E+06    940.00    6.847E-10       1.543E+07
  2148.00    4.612E+06    7.209E+05    1.120E+04    5.344E+06    940.00    6.936E-10       1.563E+07
  2146.00    4.671E+06    7.301E+05    1.135E+04    5.412E+06    940.00    7.024E-10       1.557E+07
  2144.00    4.731E+06    7.395E+05    1.149E+04    5.482E+06    940.00    7.115E-10       1.577E+07
  2142.00    4.791E+06    7.488E+05    1.164E+04    5.551E+06    940.00    7.205E-10       1.624E+07
  2140.00    4.850E+06    7.581E+05    1.178E+04    5.620E+06    940.00    7.293E-10       1.644E+07
  2138.00    4.909E+06    7.673E+05    1.193E+04    5.688E+06    940.00    7.382E-10       1.693E+07
  2136.00    4.967E+06    7.763E+05    1.207E+04    5.755E+06    940.00    7.469E-10       1.713E+07
  2134.00    5.025E+06    7.854E+05    1.221E+04    5.823E+06    940.00    7.557E-10       1.733E+07
  2132.00    5.083E+06    7.945E+05    1.235E+04    5.890E+06    940.00    7.644E-10       1.723E+07
  2130.00    5.142E+06    8.037E+05    1.249E+04    5.958E+06    940.00    7.733E-10       1.773E+07
  2128.00    5.200E+06    8.128E+05    1.263E+04    6.025E+06    940.00    7.820E-10       1.733E+07
  2126.00    5.260E+06    8.221E+05    1.278E+04    6.095E+06    940.00    7.910E-10       1.753E+07
  2124.00    5.320E+06    8.315E+05    1.292E+04    6.164E+06    940.00    8.000E-10       1.744E+07
  2122.00    5.381E+06    8.411E+05    1.307E+04    6.235E+06    940.00    8.092E-10       1.736E+07
  2120.00    5.443E+06    8.507E+05    1.322E+04    6.307E+06    940.00    8.185E-10       1.701E+07
  2118.00    5.507E+06    8.607E+05    1.338E+04    6.381E+06    940.00    8.281E-10       1.694E+07
  2116.00    5.572E+06    8.709E+05    1.354E+04    6.456E+06    940.00    8.379E-10       1.663E+07
  2114.00    5.639E+06    8.814E+05    1.370E+04    6.534E+06    940.00    8.480E-10       1.611E+07
  2112.00    5.709E+06    8.923E+05    1.387E+04    6.615E+06    940.00    8.585E-10       1.608E+07
  2110.00    5.780E+06    9.034E+05    1.404E+04    6.697E+06    940.00    8.692E-10       1.562E+07
  2108.00    5.854E+06    9.150E+05    1.422E+04    6.783E+06    940.00    8.803E-10       1.561E+07
  2106.00    5.929E+06    9.267E+05    1.440E+04    6.870E+06    940.00    8.916E-10       1.520E+07
  2104.00    6.007E+06    9.389E+05    1.459E+04    6.960E+06    940.00    9.033E-10       1.521E+07
  2102.00    6.086E+06    9.512E+05    1.479E+04    7.052E+06    940.00    9.152E-10       1.521E+07
  2100.00    6.166E+06    9.638E+05    1.498E+04    7.145E+06    940.00    9.273E-10       1.522E+07
  2098.00    6.247E+06    9.764E+05    1.518E+04    7.239E+06    940.00    9.394E-10       1.542E+07
  2096.00    6.328E+06    9.891E+05    1.537E+04    7.332E+06    940.00    9.516E-10       1.562E+07
  2094.00    6.409E+06    1.002E+06    1.557E+04    7.426E+06    940.00    9.638E-10       1.582E+07
  2092.00    6.490E+06    1.014E+06    1.577E+04    7.520E+06    940.00    9.760E-10       1.623E+07
  2090.00    6.570E+06    1.027E+06    1.596E+04    7.613E+06    940.00    9.880E-10       1.663E+07
  2088.00    6.649E+06    1.039E+06    1.615E+04    7.704E+06    940.00    9.999E-10       1.683E+07
  2086.00    6.728E+06    1.052E+06    1.635E+04    7.796E+06    940.00    1.012E-09       1.703E+07
  2084.00    6.807E+06    1.064E+06    1.654E+04    7.887E+06    940.00    1.024E-09       1.744E+07
  2082.00    6.885E+06    1.076E+06    1.673E+04    7.978E+06    940.01    1.035E-09       1.743E+07
  2080.00    6.964E+06    1.088E+06    1.692E+04    8.069E+06    940.01    1.047E-09       1.763E+07
  2078.00    7.043E+06    1.101E+06    1.711E+04    8.161E+06    940.01    1.059E-09       1.761E+07
  2076.00    7.123E+06    1.113E+06    1.730E+04    8.254E+06    940.01    1.071E-09       1.759E+07
  2074.00    7.204E+06    1.126E+06    1.750E+04    8.347E+06    940.01    1.083E-09       1.736E+07
  2072.00    7.287E+06    1.139E+06    1.770E+04    8.444E+06    940.01    1.096E-09       1.735E+07
  2070.00    7.371E+06    1.152E+06    1.791E+04    8.541E+06    940.01    1.108E-09       1.694E+07
  2068.00    7.458E+06    1.166E+06    1.812E+04    8.642E+06    940.01    1.122E-09       1.676E+07
  2066.00    7.547E+06    1.180E+06    1.833E+04    8.745E+06    940.01    1.135E-09       1.659E+07
  2064.00    7.638E+06    1.194E+06    1.856E+04    8.850E+06    940.01    1.149E-09       1.627E+07
  2062.00    7.732E+06    1.209E+06    1.878E+04    8.959E+06    940.00    1.163E-09       1.578E+07
  2060.00    7.830E+06    1.224E+06    1.902E+04    9.073E+06    940.00    1.177E-09       1.552E+07
  2058.00    7.931E+06    1.240E+06    1.927E+04    9.190E+06    939.99    1.193E-09       1.525E+07
  2056.00    8.035E+06    1.256E+06    1.952E+04    9.310E+06    939.99    1.208E-09       1.517E+07
  2054.00    8.141E+06    1.272E+06    1.978E+04    9.433E+06    939.98    1.224E-09       1.494E+07
  2052.00    8.250E+06    1.289E+06    2.004E+04    9.560E+06    939.98    1.241E-09       1.515E+07
  2050.00    8.359E+06    1.307E+06    2.031E+04    9.686E+06    939.97    1.257E-09       1.506E+07
  2048.00    8.470E+06    1.324E+06    2.058E+04    9.814E+06    939.97    1.274E-09       1.526E+07
  2046.00    8.581E+06    1.341E+06    2.085E+04    9.943E+06    939.97    1.290E-09       1.559E+07
  2044.00    8.691E+06    1.358E+06    2.111E+04    1.007E+07    939.98    1.307E-09       1.579E+07
  2042.00    8.801E+06    1.376E+06    2.138E+04    1.020E+07    939.99    1.323E-09       1.613E+07
  2040.00    8.910E+06    1.393E+06    2.165E+04    1.032E+07    940.00    1.340E-09       1.662E+07
  2038.00    9.017E+06    1.409E+06    2.191E+04    1.045E+07    940.02    1.356E-09       1.698E+07
  2036.00    9.123E+06    1.426E+06    2.216E+04    1.057E+07    940.04    1.372E-09       1.751E+07
  2034.00    9.227E+06    1.442E+06    2.242E+04    1.069E+07    940.06    1.388E-09       1.753E+07
  2032.00    9.332E+06    1.459E+06    2.267E+04    1.081E+07    940.09    1.403E-09       1.791E+07
  2030.00    9.436E+06    1.475E+06    2.292E+04    1.093E+07    940.11    1.419E-09       1.775E+07
  2028.00    9.542E+06    1.491E+06    2.318E+04    1.106E+07    940.14    1.435E-09       1.797E+07
  2026.00    9.648E+06    1.508E+06    2.344E+04    1.118E+07    940.16    1.451E-09       1.785E+07
  2024.00    9.756E+06    1.525E+06    2.370E+04    1.130E+07    940.17    1.467E-09       1.772E+07
  2022.00    9.866E+06    1.542E+06    2.397E+04    1.143E+07    940.18    1.484E-09       1.746E+07
  2020.00    9.979E+06    1.560E+06    2.424E+04    1.156E+07    940.18    1.501E-09       1.651E+07
  2018.00    1.010E+07    1.579E+06    2.454E+04    1.170E+07    940.17    1.519E-09       1.840E+07
  2016.00    1.021E+07    1.596E+06    2.480E+04    1.183E+07    940.15    1.536E-09       1.576E+07
  2014.00    1.034E+07    1.616E+06    2.512E+04    1.198E+07    940.11    1.555E-09       1.598E+07
  2012.00    1.047E+07    1.636E+06    2.544E+04    1.213E+07    940.06    1.575E-09       1.619E+07
  2010.00    1.060E+07    1.657E+06    2.575E+04    1.228E+07    940.00    1.594E-09       1.524E+07
  2008.00    1.074E+07    1.679E+06    2.609E+04    1.244E+07    939.92    1.615E-09       1.546E+07
  2006.00    1.088E+07    1.701E+06    2.643E+04    1.261E+07    939.83    1.636E-09       1.463E+07
  2004.00    1.103E+07    1.724E+06    2.680E+04    1.278E+07    939.72    1.658E-09       1.484E+07
  2002.00    1.118E+07    1.747E+06    2.716E+04    1.295E+07    939.61    1.681E-09       1.504E+07
  2000.00    1.133E+07    1.771E+06    2.753E+04    1.313E+07    939.50    1.703E-09       1.428E+07
  1998.00    1.149E+07    1.796E+06    2.791E+04    1.331E+07    939.39    1.727E-09       1.546E+07
  1996.00    1.164E+07    1.819E+06    2.828E+04    1.349E+07    939.28    1.749E-09       1.468E+07
  1994.00    1.180E+07    1.844E+06    2.867E+04    1.367E+07    939.17    1.773E-09       1.585E+07
  1992.00    1.195E+07    1.868E+06    2.903E+04    1.385E+07    939.08    1.795E-09       1.604E+07
  1990.00    1.210E+07    1.891E+06    2.940E+04    1.402E+07    939.00    1.818E-09       1.622E+07
  1988.00    1.225E+07    1.915E+06    2.976E+04    1.419E+07    938.94    1.840E-09       1.758E+07
  1986.00    1.239E+07    1.937E+06    3.010E+04    1.436E+07    938.89    1.861E-09       1.658E+07
  1984.00    1.254E+07    1.960E+06    3.046E+04    1.453E+07    938.85    1.883E-09       1.795E+07
  1982.00    1.268E+07    1.982E+06    3.080E+04    1.469E+07    938.83    1.904E-09       1.692E+07
  1980.00    1.283E+07    2.005E+06    3.117E+04    1.487E+07    938.82    1.927E-09       1.833E+07
  1978.00    1.297E+07    2.027E+06    3.151E+04    1.503E+07    938.82    1.948E-09       1.728E+07
  1976.00    1.312E+07    2.051E+06    3.187E+04    1.520E+07    938.83    1.971E-09       1.872E+07
  1974.00    1.326E+07    2.073E+06    3.221E+04    1.536E+07    938.84    1.992E-09       1.765E+07
  1972.00    1.341E+07    2.096E+06    3.258E+04    1.554E+07    938.86    2.014E-09       1.672E+07
  1970.00    1.357E+07    2.121E+06    3.297E+04    1.572E+07    938.89    2.038E-09       1.806E+07
  1968.00    1.372E+07    2.144E+06    3.333E+04    1.590E+07    938.91    2.061E-09       1.710E+07
  1966.00    1.388E+07    2.169E+06    3.372E+04    1.608E+07    938.94    2.085E-09       1.630E+07
  1964.00    1.405E+07    2.196E+06    3.413E+04    1.628E+07    938.96    2.111E-09       1.650E+07
  1962.00    1.422E+07    2.223E+06    3.455E+04    1.648E+07    938.98    2.136E-09       1.577E+07
  1960.00    1.440E+07    2.251E+06    3.498E+04    1.669E+07    939.00    2.163E-09       1.515E+07
  1958.00    1.459E+07    2.280E+06    3.545E+04    1.691E+07    939.01    2.192E-09       1.535E+07
  1956.00    1.478E+07    2.310E+06    3.591E+04    1.713E+07    939.02    2.220E-09       1.554E+07
  1954.00    1.497E+07    2.340E+06    3.637E+04    1.735E+07    939.03    2.249E-09       1.497E+07
  1952.00    1.517E+07    2.371E+06    3.685E+04    1.758E+07    939.03    2.279E-09       1.445E+07
  1950.00    1.538E+07    2.404E+06    3.736E+04    1.782E+07    939.03    2.310E-09       1.539E+07
  1948.00    1.558E+07    2.435E+06    3.785E+04    1.805E+07    939.02    2.340E-09       1.484E+07
  1946.00    1.579E+07    2.468E+06    3.836E+04    1.830E+07    939.02    2.372E-09       1.580E+07
  1944.00    1.599E+07    2.499E+06    3.885E+04    1.853E+07    939.01    2.402E-09       1.523E+07
  1942.00    1.620E+07    2.532E+06    3.936E+04    1.877E+07    939.01    2.434E-09       1.621E+07
