 # Alt [km]  H2 [cm^-3]   He [cm^-3]  CH4 [cm^-3]  Tot [cm^-3]  Temp [K]  Press [mBar]  Scale height [km]
  1406.00    4.383E+08    6.851E+07    1.065E+06    5.079E+08    933.80    6.548E-08       1.498E+07
  1404.00    4.442E+08    6.943E+07    1.079E+06    5.147E+08    933.70    6.635E-08       1.518E+07
  1402.00    4.501E+08    7.035E+07    1.093E+06    5.215E+08    933.60    6.723E-08       1.488E+07
  1400.00    4.562E+08    7.130E+07    1.108E+06    5.286E+08    933.50    6.813E-08       1.508E+07
  1398.00    4.623E+08    7.226E+07    1.123E+06    5.357E+08    933.40    6.903E-08       1.503E+07
  1396.00    4.685E+08    7.323E+07    1.138E+06    5.429E+08    933.30    6.995E-08       1.524E+07
  1394.00    4.747E+08    7.420E+07    1.153E+06    5.500E+08    933.20    7.087E-08       1.544E+07
  1392.00    4.809E+08    7.517E+07    1.168E+06    5.572E+08    933.10    7.179E-08       1.590E+07
  1390.00    4.870E+08    7.612E+07    1.183E+06    5.643E+08    933.00    7.269E-08       1.611E+07
  1388.00    4.931E+08    7.707E+07    1.198E+06    5.714E+08    932.90    7.359E-08       1.657E+07
  1386.00    4.991E+08    7.801E+07    1.213E+06    5.783E+08    932.81    7.448E-08       1.650E+07
  1384.00    5.052E+08    7.896E+07    1.227E+06    5.854E+08    932.72    7.538E-08       1.698E+07
  1382.00    5.112E+08    7.990E+07    1.242E+06    5.923E+08    932.63    7.627E-08       1.690E+07
  1380.00    5.173E+08    8.085E+07    1.257E+06    5.994E+08    932.54    7.717E-08       1.709E+07
  1378.00    5.234E+08    8.181E+07    1.272E+06    6.065E+08    932.46    7.808E-08       1.701E+07
  1376.00    5.296E+08    8.278E+07    1.287E+06    6.137E+08    932.38    7.900E-08       1.692E+07
  1374.00    5.359E+08    8.376E+07    1.302E+06    6.210E+08    932.31    7.993E-08       1.712E+07
  1372.00    5.422E+08    8.475E+07    1.317E+06    6.283E+08    932.24    8.086E-08       1.650E+07
  1370.00    5.488E+08    8.578E+07    1.333E+06    6.359E+08    932.19    8.184E-08       1.672E+07
  1368.00    5.554E+08    8.681E+07    1.349E+06    6.436E+08    932.13    8.282E-08       1.616E+07
  1366.00    5.623E+08    8.789E+07    1.366E+06    6.516E+08    932.09    8.385E-08       1.612E+07
  1364.00    5.693E+08    8.898E+07    1.383E+06    6.597E+08    932.05    8.489E-08       1.585E+07
  1362.00    5.765E+08    9.011E+07    1.401E+06    6.680E+08    932.02    8.596E-08       1.540E+07
  1360.00    5.840E+08    9.128E+07    1.419E+06    6.767E+08    932.00    8.708E-08       1.518E+07
  1358.00    5.917E+08    9.248E+07    1.437E+06    6.856E+08    931.99    8.822E-08       1.479E+07
  1356.00    5.997E+08    9.373E+07    1.457E+06    6.949E+08    931.99    8.942E-08       1.481E+07
  1354.00    6.078E+08    9.500E+07    1.477E+06    7.043E+08    931.99    9.062E-08       1.465E+07
  1352.00    6.161E+08    9.630E+07    1.497E+06    7.139E+08    931.99    9.186E-08       1.466E+07
  1350.00    6.245E+08    9.761E+07    1.517E+06    7.236E+08    932.00    9.311E-08       1.468E+07
  1348.00    6.330E+08    9.894E+07    1.538E+06    7.335E+08    932.01    9.438E-08       1.488E+07
  1346.00    6.415E+08    1.003E+08    1.558E+06    7.433E+08    932.02    9.565E-08       1.509E+07
  1344.00    6.500E+08    1.016E+08    1.579E+06    7.532E+08    932.02    9.692E-08       1.531E+07
  1342.00    6.585E+08    1.029E+08    1.600E+06    7.630E+08    932.01    9.818E-08       1.551E+07
  1340.00    6.670E+08    1.043E+08    1.620E+06    7.729E+08    932.00    9.945E-08       1.591E+07
  1338.00    6.754E+08    1.056E+08    1.641E+06    7.826E+08    931.98    1.007E-07       1.632E+07
  1336.00    6.837E+08    1.069E+08    1.661E+06    7.922E+08    931.95    1.019E-07       1.674E+07
  1334.00    6.919E+08    1.081E+08    1.681E+06    8.017E+08    931.91    1.032E-07       1.675E+07
  1332.00    7.002E+08    1.094E+08    1.701E+06    8.113E+08    931.86    1.044E-07       1.697E+07
  1330.00    7.085E+08    1.107E+08    1.721E+06    8.210E+08    931.80    1.056E-07       1.696E+07
  1328.00    7.169E+08    1.121E+08    1.742E+06    8.307E+08    931.74    1.069E-07       1.716E+07
  1326.00    7.253E+08    1.134E+08    1.762E+06    8.404E+08    931.68    1.081E-07       1.699E+07
  1324.00    7.339E+08    1.147E+08    1.783E+06    8.504E+08    931.60    1.094E-07       1.698E+07
  1322.00    7.426E+08    1.161E+08    1.804E+06    8.605E+08    931.53    1.107E-07       1.664E+07
  1320.00    7.516E+08    1.175E+08    1.826E+06    8.709E+08    931.44    1.120E-07       1.664E+07
  1318.00    7.607E+08    1.189E+08    1.848E+06    8.814E+08    931.36    1.133E-07       1.631E+07
  1316.00    7.701E+08    1.204E+08    1.871E+06    8.923E+08    931.27    1.147E-07       1.617E+07
  1314.00    7.797E+08    1.219E+08    1.894E+06    9.035E+08    931.18    1.162E-07       1.571E+07
  1312.00    7.897E+08    1.234E+08    1.919E+06    9.150E+08    931.09    1.176E-07       1.545E+07
  1310.00    8.000E+08    1.250E+08    1.944E+06    9.270E+08    931.00    1.192E-07       1.506E+07
  1308.00    8.107E+08    1.267E+08    1.970E+06    9.394E+08    930.91    1.207E-07       1.498E+07
  1306.00    8.216E+08    1.284E+08    1.996E+06    9.520E+08    930.82    1.223E-07       1.466E+07
  1304.00    8.329E+08    1.302E+08    2.023E+06    9.651E+08    930.72    1.240E-07       1.459E+07
  1302.00    8.444E+08    1.320E+08    2.051E+06    9.784E+08    930.63    1.257E-07       1.467E+07
  1300.00    8.560E+08    1.338E+08    2.080E+06    9.919E+08    930.53    1.274E-07       1.462E+07
  1298.00    8.678E+08    1.356E+08    2.108E+06    1.006E+09    930.43    1.292E-07       1.483E+07
  1296.00    8.796E+08    1.375E+08    2.137E+06    1.019E+09    930.33    1.309E-07       1.492E+07
  1294.00    8.915E+08    1.393E+08    2.166E+06    1.033E+09    930.22    1.327E-07       1.525E+07
  1292.00    9.033E+08    1.412E+08    2.194E+06    1.047E+09    930.11    1.344E-07       1.559E+07
  1290.00    9.150E+08    1.430E+08    2.223E+06    1.060E+09    930.00    1.361E-07       1.594E+07
  1288.00    9.266E+08    1.448E+08    2.251E+06    1.074E+09    929.88    1.378E-07       1.629E+07
  1286.00    9.381E+08    1.466E+08    2.279E+06    1.087E+09    929.76    1.395E-07       1.651E+07
  1284.00    9.496E+08    1.484E+08    2.307E+06    1.100E+09    929.63    1.412E-07       1.671E+07
  1282.00    9.611E+08    1.502E+08    2.335E+06    1.114E+09    929.50    1.429E-07       1.693E+07
  1280.00    9.726E+08    1.520E+08    2.363E+06    1.127E+09    929.36    1.446E-07       1.697E+07
  1278.00    9.842E+08    1.538E+08    2.391E+06    1.140E+09    929.23    1.463E-07       1.690E+07
  1276.00    9.960E+08    1.557E+08    2.420E+06    1.154E+09    929.09    1.480E-07       1.681E+07
  1274.00    1.008E+09    1.576E+08    2.449E+06    1.168E+09    928.95    1.498E-07       1.702E+07
  1272.00    1.020E+09    1.594E+08    2.478E+06    1.182E+09    928.81    1.516E-07       1.722E+07
  1270.00    1.032E+09    1.613E+08    2.507E+06    1.196E+09    928.67    1.533E-07       1.607E+07
  1268.00    1.045E+09    1.633E+08    2.539E+06    1.211E+09    928.53    1.552E-07       1.626E+07
  1266.00    1.058E+09    1.654E+08    2.570E+06    1.226E+09    928.40    1.571E-07       1.529E+07
  1264.00    1.072E+09    1.676E+08    2.604E+06    1.242E+09    928.26    1.592E-07       1.548E+07
  1262.00    1.086E+09    1.697E+08    2.638E+06    1.258E+09    928.13    1.613E-07       1.569E+07
  1260.00    1.100E+09    1.719E+08    2.672E+06    1.275E+09    928.00    1.633E-07       1.482E+07
  1258.00    1.115E+09    1.743E+08    2.709E+06    1.292E+09    927.87    1.655E-07       1.501E+07
  1256.00    1.130E+09    1.766E+08    2.745E+06    1.309E+09    927.75    1.677E-07       1.426E+07
  1254.00    1.146E+09    1.791E+08    2.784E+06    1.328E+09    927.63    1.701E-07       1.445E+07
  1252.00    1.162E+09    1.816E+08    2.823E+06    1.346E+09    927.52    1.724E-07       1.464E+07
  1250.00    1.178E+09    1.841E+08    2.862E+06    1.365E+09    927.42    1.748E-07       1.396E+07
  1248.00    1.195E+09    1.868E+08    2.903E+06    1.385E+09    927.32    1.773E-07       1.505E+07
  1246.00    1.211E+09    1.893E+08    2.942E+06    1.403E+09    927.23    1.796E-07       1.435E+07
  1244.00    1.228E+09    1.919E+08    2.983E+06    1.423E+09    927.14    1.821E-07       1.544E+07
  1242.00    1.244E+09    1.944E+08    3.022E+06    1.441E+09    927.07    1.845E-07       1.564E+07
  1240.00    1.260E+09    1.969E+08    3.061E+06    1.460E+09    927.00    1.869E-07       1.583E+07
  1238.00    1.276E+09    1.994E+08    3.100E+06    1.479E+09    926.94    1.892E-07       1.602E+07
  1236.00    1.292E+09    2.019E+08    3.139E+06    1.497E+09    926.89    1.916E-07       1.729E+07
  1234.00    1.307E+09    2.043E+08    3.175E+06    1.514E+09    926.85    1.938E-07       1.640E+07
  1232.00    1.323E+09    2.068E+08    3.214E+06    1.533E+09    926.81    1.962E-07       1.771E+07
  1230.00    1.338E+09    2.091E+08    3.251E+06    1.550E+09    926.77    1.984E-07       1.679E+07
  1228.00    1.354E+09    2.116E+08    3.289E+06    1.569E+09    926.73    2.007E-07       1.700E+07
  1226.00    1.370E+09    2.141E+08    3.328E+06    1.587E+09    926.68    2.031E-07       1.719E+07
  1224.00    1.386E+09    2.166E+08    3.367E+06    1.606E+09    926.64    2.055E-07       1.742E+07
  1222.00    1.402E+09    2.191E+08    3.406E+06    1.625E+09    926.58    2.078E-07       1.658E+07
  1220.00    1.419E+09    2.218E+08    3.447E+06    1.644E+09    926.52    2.103E-07       1.680E+07
  1218.00    1.436E+09    2.244E+08    3.489E+06    1.664E+09    926.45    2.128E-07       1.704E+07
  1216.00    1.453E+09    2.271E+08    3.530E+06    1.684E+09    926.36    2.153E-07       1.542E+07
  1214.00    1.472E+09    2.301E+08    3.576E+06    1.706E+09    926.26    2.181E-07       1.653E+07
  1212.00    1.490E+09    2.329E+08    3.620E+06    1.727E+09    926.14    2.208E-07       1.507E+07
  1210.00    1.510E+09    2.360E+08    3.668E+06    1.750E+09    926.00    2.237E-07       1.530E+07
  1208.00    1.530E+09    2.391E+08    3.717E+06    1.773E+09    925.84    2.266E-07       1.477E+07
  1206.00    1.551E+09    2.424E+08    3.768E+06    1.797E+09    925.67    2.297E-07       1.432E+07
  1204.00    1.573E+09    2.459E+08    3.821E+06    1.823E+09    925.47    2.329E-07       1.453E+07
  1202.00    1.595E+09    2.493E+08    3.875E+06    1.848E+09    925.27    2.361E-07       1.475E+07
  1200.00    1.617E+09    2.527E+08    3.928E+06    1.874E+09    925.06    2.393E-07       1.429E+07
  1198.00    1.640E+09    2.563E+08    3.984E+06    1.900E+09    924.85    2.427E-07       1.518E+07
  1196.00    1.662E+09    2.598E+08    4.038E+06    1.926E+09    924.63    2.458E-07       1.471E+07
  1194.00    1.685E+09    2.634E+08    4.094E+06    1.952E+09    924.41    2.492E-07       1.490E+07
  1192.00    1.708E+09    2.670E+08    4.149E+06    1.979E+09    924.20    2.525E-07       1.580E+07
  1190.00    1.730E+09    2.704E+08    4.203E+06    2.005E+09    924.00    2.557E-07       1.599E+07
  1188.00    1.752E+09    2.738E+08    4.256E+06    2.030E+09    923.81    2.589E-07       1.618E+07
  1186.00    1.774E+09    2.773E+08    4.310E+06    2.056E+09    923.63    2.621E-07       1.639E+07
  1184.00    1.796E+09    2.807E+08    4.363E+06    2.081E+09    923.45    2.653E-07       1.737E+07
  1182.00    1.817E+09    2.840E+08    4.414E+06    2.105E+09    923.29    2.684E-07       1.675E+07
  1180.00    1.839E+09    2.874E+08    4.468E+06    2.131E+09    923.14    2.716E-07       1.694E+07
  1178.00    1.861E+09    2.909E+08    4.521E+06    2.156E+09    923.00    2.748E-07       1.714E+07
  1176.00    1.883E+09    2.943E+08    4.575E+06    2.182E+09    922.86    2.780E-07       1.733E+07
  1174.00    1.905E+09    2.978E+08    4.628E+06    2.207E+09    922.73    2.812E-07       1.675E+07
  1172.00    1.928E+09    3.013E+08    4.684E+06    2.234E+09    922.61    2.846E-07       1.624E+07
  1170.00    1.952E+09    3.051E+08    4.742E+06    2.262E+09    922.49    2.881E-07       1.641E+07
  1168.00    1.976E+09    3.089E+08    4.801E+06    2.290E+09    922.39    2.916E-07       1.663E+07
  1166.00    2.000E+09    3.126E+08    4.859E+06    2.317E+09    922.28    2.951E-07       1.552E+07
  1164.00    2.026E+09    3.167E+08    4.922E+06    2.348E+09    922.18    2.989E-07       1.512E+07
  1162.00    2.053E+09    3.209E+08    4.988E+06    2.379E+09    922.09    3.029E-07       1.532E+07
  1160.00    2.080E+09    3.251E+08    5.053E+06    2.410E+09    922.00    3.068E-07       1.445E+07
  1158.00    2.109E+09    3.296E+08    5.124E+06    2.444E+09    921.91    3.111E-07       1.464E+07
  1156.00    2.138E+09    3.342E+08    5.194E+06    2.477E+09    921.83    3.153E-07       1.435E+07
  1154.00    2.168E+09    3.389E+08    5.267E+06    2.512E+09    921.74    3.197E-07       1.407E+07
  1152.00    2.199E+09    3.437E+08    5.342E+06    2.548E+09    921.66    3.242E-07       1.384E+07
  1150.00    2.231E+09    3.487E+08    5.420E+06    2.585E+09    921.57    3.289E-07       1.451E+07
  1148.00    2.262E+09    3.536E+08    5.495E+06    2.621E+09    921.47    3.335E-07       1.425E+07
  1146.00    2.294E+09    3.586E+08    5.573E+06    2.658E+09    921.37    3.381E-07       1.446E+07
  1144.00    2.326E+09    3.636E+08    5.651E+06    2.695E+09    921.26    3.428E-07       1.469E+07
  1142.00    2.358E+09    3.686E+08    5.729E+06    2.732E+09    921.13    3.475E-07       1.489E+07
  1140.00    2.390E+09    3.736E+08    5.806E+06    2.769E+09    921.00    3.521E-07       1.562E+07
  1138.00    2.421E+09    3.784E+08    5.882E+06    2.805E+09    920.85    3.567E-07       1.584E+07
  1136.00    2.452E+09    3.833E+08    5.957E+06    2.841E+09    920.69    3.612E-07       1.606E+07
  1134.00    2.483E+09    3.881E+08    6.032E+06    2.877E+09    920.52    3.657E-07       1.628E+07
  1132.00    2.514E+09    3.929E+08    6.108E+06    2.913E+09    920.34    3.702E-07       1.651E+07
  1130.00    2.545E+09    3.978E+08    6.183E+06    2.949E+09    920.14    3.746E-07       1.727E+07
  1128.00    2.575E+09    4.025E+08    6.256E+06    2.984E+09    919.95    3.790E-07       1.640E+07
  1126.00    2.607E+09    4.075E+08    6.333E+06    3.021E+09    919.74    3.836E-07       1.715E+07
  1124.00    2.638E+09    4.123E+08    6.409E+06    3.057E+09    919.53    3.881E-07       1.682E+07
  1122.00    2.670E+09    4.173E+08    6.487E+06    3.094E+09    919.31    3.927E-07       1.651E+07
  1120.00    2.703E+09    4.225E+08    6.567E+06    3.132E+09    919.09    3.974E-07       1.621E+07
  1118.00    2.737E+09    4.278E+08    6.649E+06    3.171E+09    918.87    4.023E-07       1.642E+07
  1116.00    2.771E+09    4.331E+08    6.732E+06    3.211E+09    918.65    4.072E-07       1.614E+07
  1114.00    2.806E+09    4.386E+08    6.817E+06    3.251E+09    918.43    4.123E-07       1.589E+07
  1112.00    2.842E+09    4.442E+08    6.904E+06    3.293E+09    918.21    4.175E-07       1.522E+07
  1110.00    2.880E+09    4.501E+08    6.997E+06    3.337E+09    918.00    4.230E-07       1.503E+07
  1108.00    2.919E+09    4.562E+08    7.091E+06    3.382E+09    917.79    4.286E-07       1.485E+07
  1106.00    2.959E+09    4.625E+08    7.189E+06    3.429E+09    917.58    4.344E-07       1.467E+07
  1104.00    3.000E+09    4.689E+08    7.288E+06    3.476E+09    917.38    4.403E-07       1.487E+07
  1102.00    3.041E+09    4.753E+08    7.388E+06    3.524E+09    917.18    4.462E-07       1.437E+07
  1100.00    3.084E+09    4.820E+08    7.492E+06    3.574E+09    916.98    4.524E-07       1.458E+07
  1098.00    3.127E+09    4.888E+08    7.597E+06    3.623E+09    916.78    4.586E-07       1.477E+07
  1096.00    3.170E+09    4.955E+08    7.701E+06    3.673E+09    916.59    4.648E-07       1.499E+07
  1094.00    3.213E+09    5.022E+08    7.806E+06    3.723E+09    916.39    4.710E-07       1.483E+07
  1092.00    3.257E+09    5.091E+08    7.913E+06    3.774E+09    916.20    4.774E-07       1.541E+07
  1090.00    3.300E+09    5.158E+08    8.017E+06    3.824E+09    916.00    4.836E-07       1.561E+07
  1088.00    3.343E+09    5.225E+08    8.122E+06    3.874E+09    915.80    4.898E-07       1.582E+07
  1086.00    3.386E+09    5.292E+08    8.226E+06    3.923E+09    915.60    4.960E-07       1.603E+07
  1084.00    3.429E+09    5.360E+08    8.330E+06    3.973E+09    915.40    5.022E-07       1.624E+07
  1082.00    3.472E+09    5.427E+08    8.435E+06    4.023E+09    915.20    5.083E-07       1.644E+07
  1080.00    3.515E+09    5.494E+08    8.539E+06    4.073E+09    915.00    5.145E-07       1.665E+07
  1078.00    3.558E+09    5.561E+08    8.644E+06    4.123E+09    914.80    5.207E-07       1.648E+07
  1076.00    3.602E+09    5.630E+08    8.751E+06    4.174E+09    914.59    5.270E-07       1.630E+07
  1074.00    3.647E+09    5.700E+08    8.860E+06    4.226E+09    914.39    5.335E-07       1.651E+07
  1072.00    3.692E+09    5.771E+08    8.969E+06    4.278E+09    914.19    5.400E-07       1.599E+07
  1070.00    3.739E+09    5.844E+08    9.084E+06    4.332E+09    913.99    5.467E-07       1.620E+07
  1068.00    3.786E+09    5.918E+08    9.198E+06    4.387E+09    913.79    5.535E-07       1.572E+07
  1066.00    3.835E+09    5.994E+08    9.317E+06    4.444E+09    913.59    5.605E-07       1.561E+07
  1064.00    3.885E+09    6.072E+08    9.438E+06    4.502E+09    913.39    5.677E-07       1.519E+07
  1062.00    3.937E+09    6.154E+08    9.565E+06    4.562E+09    913.19    5.752E-07       1.509E+07
  1060.00    3.990E+09    6.236E+08    9.693E+06    4.623E+09    913.00    5.828E-07       1.473E+07
  1058.00    4.045E+09    6.322E+08    9.827E+06    4.687E+09    912.81    5.907E-07       1.467E+07
  1056.00    4.101E+09    6.410E+08    9.963E+06    4.752E+09    912.62    5.987E-07       1.436E+07
  1054.00    4.159E+09    6.501E+08    1.010E+07    4.819E+09    912.43    6.071E-07       1.432E+07
  1052.00    4.218E+09    6.593E+08    1.025E+07    4.888E+09    912.23    6.156E-07       1.427E+07
  1050.00    4.278E+09    6.687E+08    1.039E+07    4.957E+09    912.04    6.242E-07       1.449E+07
  1048.00    4.338E+09    6.780E+08    1.054E+07    5.027E+09    911.84    6.328E-07       1.470E+07
  1046.00    4.398E+09    6.874E+08    1.068E+07    5.096E+09    911.64    6.414E-07       1.467E+07
  1044.00    4.459E+09    6.969E+08    1.083E+07    5.167E+09    911.43    6.502E-07       1.487E+07
  1042.00    4.520E+09    7.065E+08    1.098E+07    5.237E+09    911.22    6.589E-07       1.535E+07
  1040.00    4.580E+09    7.159E+08    1.113E+07    5.307E+09    911.00    6.675E-07       1.557E+07
  1038.00    4.640E+09    7.252E+08    1.127E+07    5.377E+09    910.77    6.761E-07       1.605E+07
  1036.00    4.699E+09    7.345E+08    1.142E+07    5.445E+09    910.54    6.845E-07       1.629E+07
  1034.00    4.758E+09    7.437E+08    1.156E+07    5.513E+09    910.29    6.929E-07       1.622E+07
  1032.00    4.818E+09    7.531E+08    1.170E+07    5.583E+09    910.04    7.014E-07       1.671E+07
  1030.00    4.877E+09    7.623E+08    1.185E+07    5.651E+09    909.79    7.098E-07       1.638E+07
  1028.00    4.938E+09    7.718E+08    1.200E+07    5.722E+09    909.52    7.185E-07       1.658E+07
  1026.00    4.999E+09    7.813E+08    1.214E+07    5.792E+09    909.26    7.272E-07       1.653E+07
  1024.00    5.061E+09    7.910E+08    1.230E+07    5.864E+09    908.99    7.360E-07       1.622E+07
  1022.00    5.125E+09    8.010E+08    1.245E+07    5.938E+09    908.71    7.450E-07       1.617E+07
  1020.00    5.190E+09    8.112E+08    1.261E+07    6.014E+09    908.43    7.543E-07       1.564E+07
  1018.00    5.258E+09    8.218E+08    1.277E+07    6.093E+09    908.15    7.639E-07       1.563E+07
  1016.00    5.327E+09    8.326E+08    1.294E+07    6.173E+09    907.86    7.737E-07       1.515E+07
  1014.00    5.399E+09    8.439E+08    1.312E+07    6.256E+09    907.58    7.839E-07       1.495E+07
  1012.00    5.473E+09    8.554E+08    1.330E+07    6.342E+09    907.29    7.944E-07       1.455E+07
  1010.00    5.550E+09    8.675E+08    1.348E+07    6.431E+09    907.00    8.053E-07       1.419E+07
  1008.00    5.630E+09    8.800E+08    1.368E+07    6.524E+09    906.71    8.167E-07       1.406E+07
  1006.00    5.712E+09    8.928E+08    1.388E+07    6.619E+09    906.41    8.283E-07       1.410E+07
  1004.00    5.795E+09    9.058E+08    1.408E+07    6.715E+09    906.10    8.400E-07       1.435E+07
  1002.00    5.878E+09    9.187E+08    1.428E+07    6.811E+09    905.76    8.517E-07       1.476E+07
  1000.00    5.960E+09    9.316E+08    1.448E+07    6.906E+09    905.40    8.633E-07       1.541E+07
   998.00    6.040E+09    9.441E+08    1.467E+07    6.999E+09    905.00    8.745E-07       1.607E+07
   996.00    6.118E+09    9.562E+08    1.486E+07    7.089E+09    904.58    8.854E-07       1.621E+07
   994.00    6.196E+09    9.684E+08    1.505E+07    7.179E+09    904.21    8.963E-07       1.501E+07
   992.00    6.280E+09    9.816E+08    1.526E+07    7.277E+09    904.00    9.082E-07       1.397E+07
   990.00    6.370E+09    9.956E+08    1.548E+07    7.381E+09    903.99    9.212E-07       1.414E+07
   988.00    6.460E+09    1.010E+09    1.569E+07    7.485E+09    904.00    9.343E-07       1.600E+07
   986.00    6.542E+09    1.023E+09    1.589E+07    7.580E+09    903.83    9.459E-07       1.670E+07
   984.00    6.623E+09    1.035E+09    1.609E+07    7.674E+09    903.47    9.573E-07       1.586E+07
   982.00    6.710E+09    1.049E+09    1.630E+07    7.775E+09    903.00    9.693E-07       1.413E+07
   980.00    6.809E+09    1.064E+09    1.654E+07    7.890E+09    902.47    9.831E-07       1.398E+07
   978.00    6.910E+09    1.080E+09    1.679E+07    8.007E+09    902.00    9.971E-07       1.561E+07
   976.00    7.001E+09    1.094E+09    1.701E+07    8.112E+09    901.68    1.010E-06       1.672E+07
   974.00    7.087E+09    1.108E+09    1.722E+07    8.212E+09    901.39    1.022E-06       1.577E+07
   972.00    7.180E+09    1.122E+09    1.744E+07    8.320E+09    901.00    1.035E-06       1.444E+07
   970.00    7.284E+09    1.138E+09    1.770E+07    8.440E+09    900.44    1.049E-06       1.423E+07
   968.00    7.390E+09    1.155E+09    1.795E+07    8.563E+09    900.00    1.064E-06       1.548E+07
   966.00    7.486E+09    1.170E+09    1.819E+07    8.674E+09    899.94    1.078E-06       1.593E+07
   964.00    7.579E+09    1.185E+09    1.841E+07    8.782E+09    900.06    1.091E-06       1.508E+07
   962.00    7.680E+09    1.200E+09    1.866E+07    8.899E+09    900.00    1.106E-06       1.394E+07
   960.00    7.794E+09    1.218E+09    1.893E+07    9.031E+09    899.56    1.122E-06       1.403E+07
   958.00    7.910E+09    1.236E+09    1.922E+07    9.166E+09    899.00    1.138E-06       1.572E+07
   956.00    8.014E+09    1.253E+09    1.947E+07    9.286E+09    898.62    1.152E-06       1.644E+07
   954.00    8.114E+09    1.268E+09    1.971E+07    9.402E+09    898.34    1.166E-06       1.577E+07
   952.00    8.220E+09    1.285E+09    1.997E+07    9.525E+09    898.00    1.181E-06       1.438E+07
   950.00    8.339E+09    1.303E+09    2.026E+07    9.663E+09    897.50    1.197E-06       1.434E+07
   948.00    8.460E+09    1.322E+09    2.055E+07    9.803E+09    897.00    1.214E-06       1.544E+07
   946.00    8.573E+09    1.340E+09    2.083E+07    9.934E+09    896.64    1.230E-06       1.600E+07
   944.00    8.683E+09    1.357E+09    2.109E+07    1.006E+10    896.35    1.245E-06       1.529E+07
   942.00    8.800E+09    1.375E+09    2.138E+07    1.020E+10    896.00    1.261E-06       1.408E+07
   940.00    8.930E+09    1.396E+09    2.169E+07    1.035E+10    895.50    1.279E-06       1.429E+07
   938.00    9.060E+09    1.416E+09    2.201E+07    1.050E+10    895.00    1.297E-06       1.558E+07
   936.00    9.180E+09    1.435E+09    2.230E+07    1.064E+10    894.64    1.314E-06       1.623E+07
   934.00    9.296E+09    1.453E+09    2.258E+07    1.077E+10    894.36    1.330E-06       1.547E+07
   932.00    9.420E+09    1.472E+09    2.288E+07    1.092E+10    894.00    1.347E-06       1.420E+07
   930.00    9.558E+09    1.494E+09    2.322E+07    1.108E+10    893.50    1.366E-06       1.400E+07
   928.00    9.700E+09    1.516E+09    2.357E+07    1.124E+10    893.00    1.386E-06       1.503E+07
   926.00    9.833E+09    1.537E+09    2.389E+07    1.139E+10    892.64    1.404E-06       1.550E+07
   924.00    9.963E+09    1.557E+09    2.420E+07    1.154E+10    892.36    1.422E-06       1.499E+07
   922.00    1.010E+10    1.579E+09    2.454E+07    1.170E+10    892.00    1.441E-06       1.400E+07
   920.00    1.025E+10    1.602E+09    2.490E+07    1.188E+10    891.50    1.462E-06       1.422E+07
   918.00    1.040E+10    1.626E+09    2.527E+07    1.205E+10    891.00    1.482E-06       1.532E+07
   916.00    1.054E+10    1.647E+09    2.561E+07    1.221E+10    890.64    1.502E-06       1.664E+07
   914.00    1.067E+10    1.668E+09    2.592E+07    1.236E+10    890.36    1.520E-06       1.699E+07
   912.00    1.080E+10    1.688E+09    2.624E+07    1.251E+10    890.00    1.538E-06       1.614E+07
   910.00    1.094E+10    1.710E+09    2.658E+07    1.268E+10    889.50    1.557E-06       1.423E+07
   908.00    1.110E+10    1.735E+09    2.697E+07    1.286E+10    889.00    1.579E-06       1.342E+07
   906.00    1.127E+10    1.762E+09    2.738E+07    1.306E+10    888.64    1.602E-06       1.356E+07
   904.00    1.144E+10    1.788E+09    2.779E+07    1.326E+10    888.35    1.626E-06       1.472E+07
   902.00    1.160E+10    1.813E+09    2.818E+07    1.344E+10    888.00    1.648E-06       1.618E+07
   900.00    1.175E+10    1.837E+09    2.855E+07    1.362E+10    887.50    1.668E-06       1.640E+07
   898.00    1.190E+10    1.860E+09    2.891E+07    1.379E+10    887.00    1.689E-06       1.642E+07
   896.00    1.205E+10    1.883E+09    2.927E+07    1.396E+10    886.63    1.709E-06       1.453E+07
   894.00    1.222E+10    1.910E+09    2.969E+07    1.416E+10    886.33    1.733E-06       1.394E+07
   892.00    1.240E+10    1.938E+09    3.012E+07    1.437E+10    886.00    1.758E-06       1.280E+07
   890.00    1.260E+10    1.969E+09    3.061E+07    1.460E+10    885.56    1.785E-06       1.313E+07
   888.00    1.280E+10    2.001E+09    3.110E+07    1.483E+10    885.00    1.812E-06       1.597E+07
   886.00    1.297E+10    2.027E+09    3.151E+07    1.503E+10    884.34    1.835E-06       1.732E+07
   884.00    1.313E+10    2.052E+09    3.190E+07    1.521E+10    883.65    1.856E-06       1.639E+07
   882.00    1.330E+10    2.079E+09    3.231E+07    1.541E+10    883.00    1.879E-06       1.466E+07
   880.00    1.349E+10    2.109E+09    3.277E+07    1.563E+10    882.44    1.904E-06       1.328E+07
   878.00    1.370E+10    2.141E+09    3.328E+07    1.587E+10    882.00    1.933E-06       1.409E+07
   876.00    1.390E+10    2.173E+09    3.377E+07    1.611E+10    881.65    1.961E-06       1.424E+07
   874.00    1.410E+10    2.204E+09    3.425E+07    1.634E+10    881.35    1.988E-06       1.451E+07
   872.00    1.430E+10    2.235E+09    3.474E+07    1.657E+10    881.00    2.015E-06       1.484E+07
   870.00    1.450E+10    2.266E+09    3.523E+07    1.680E+10    880.56    2.043E-06       1.521E+07
