229	
1.00E-15	2.00E+02
5.65E-12	2.12E+02
1.30E-01	2.18E+02
9.56E+02	2.22E+02
1.98E+03	2.28E+02
2.99E+03	2.32E+02
4.45E+03	2.38E+02
5.76E+03	2.42E+02
7.89E+03	2.48E+02
1.12E+04	2.52E+02
2.12E+04	2.58E+02
3.26E+04	2.62E+02
5.65E+04	2.68E+02
8.20E+04	2.72E+02
1.32E+05	2.78E+02
1.84E+05	2.82E+02
2.85E+05	2.88E+02
4.06E+05	2.92E+02
6.98E+05	2.98E+02
1.13E+06	3.02E+02
2.47E+06	3.08E+02
4.47E+06	3.12E+02
1.06E+07	3.18E+02
1.89E+07	3.22E+02
4.01E+07	3.28E+02
6.52E+07	3.32E+02
1.18E+08	3.38E+02
1.71E+08	3.42E+02
2.66E+08	3.48E+02
3.53E+08	3.52E+02
4.92E+08	3.58E+02
6.11E+08	3.62E+02
7.95E+08	3.68E+02
9.37E+08	3.72E+02
1.13E+09	3.78E+02
1.27E+09	3.82E+02
1.46E+09	3.88E+02
1.58E+09	3.92E+02
1.73E+09	3.98E+02
1.83E+09	4.02E+02
1.94E+09	4.08E+02
2.02E+09	4.12E+02
2.10E+09	4.18E+02
2.15E+09	4.22E+02
2.21E+09	4.28E+02
2.31E+09	4.78E+02
2.27E+09	4.92E+02
2.24E+09	4.98E+02
2.22E+09	5.02E+02
2.20E+09	5.08E+02
2.18E+09	5.12E+02
2.14E+09	5.18E+02
2.12E+09	5.22E+02
2.09E+09	5.28E+02
2.06E+09	5.32E+02
2.03E+09	5.38E+02
2.00E+09	5.42E+02
1.97E+09	5.48E+02
1.94E+09	5.52E+02
1.90E+09	5.58E+02
1.87E+09	5.62E+02
1.84E+09	5.68E+02
1.81E+09	5.72E+02
1.77E+09	5.78E+02
1.74E+09	5.82E+02
1.71E+09	5.88E+02
1.68E+09	5.92E+02
1.64E+09	5.98E+02
1.61E+09	6.02E+02
1.58E+09	6.08E+02
1.55E+09	6.12E+02
1.51E+09	6.18E+02
1.49E+09	6.22E+02
1.45E+09	6.28E+02
1.43E+09	6.32E+02
1.39E+09	6.38E+02
1.37E+09	6.42E+02
1.33E+09	6.48E+02
1.31E+09	6.52E+02
1.28E+09	6.58E+02
1.26E+09	6.62E+02
1.22E+09	6.68E+02
1.20E+09	6.72E+02
1.17E+09	6.78E+02
1.15E+09	6.82E+02
1.12E+09	6.88E+02
1.10E+09	6.92E+02
1.07E+09	6.98E+02
1.05E+09	7.02E+02
1.03E+09	7.08E+02
1.01E+09	7.12E+02
9.83E+08	7.18E+02
9.65E+08	7.22E+02
9.41E+08	7.28E+02
9.24E+08	7.32E+02
9.01E+08	7.38E+02
8.84E+08	7.42E+02
8.62E+08	7.48E+02
8.47E+08	7.52E+02
8.26E+08	7.58E+02
8.11E+08	7.62E+02
7.91E+08	7.68E+02
7.76E+08	7.72E+02
7.57E+08	7.78E+02
7.44E+08	7.82E+02
7.25E+08	7.88E+02
7.12E+08	7.92E+02
6.95E+08	7.98E+02
6.83E+08	8.02E+02
6.66E+08	8.08E+02
6.54E+08	8.12E+02
6.39E+08	8.18E+02
6.27E+08	8.22E+02
6.12E+08	8.28E+02
6.02E+08	8.32E+02
5.87E+08	8.38E+02
5.77E+08	8.42E+02
5.64E+08	8.48E+02
5.54E+08	8.52E+02
5.41E+08	8.58E+02
5.32E+08	8.62E+02
5.19E+08	8.68E+02
5.11E+08	8.72E+02
4.99E+08	8.78E+02
4.91E+08	8.82E+02
4.79E+08	8.88E+02
4.71E+08	8.92E+02
4.61E+08	8.98E+02
4.53E+08	9.02E+02
4.43E+08	9.08E+02
4.36E+08	9.12E+02
4.26E+08	9.18E+02
4.19E+08	9.22E+02
4.10E+08	9.28E+02
4.03E+08	9.32E+02
3.94E+08	9.38E+02
3.88E+08	9.42E+02
3.79E+08	9.48E+02
3.73E+08	9.52E+02
3.65E+08	9.58E+02
3.59E+08	9.62E+02
3.51E+08	9.68E+02
3.46E+08	9.72E+02
3.38E+08	9.78E+02
3.33E+08	9.82E+02
3.26E+08	9.88E+02
3.21E+08	9.92E+02
3.14E+08	9.98E+02
3.00E+08	1.01E+03
2.71E+08	1.04E+03
2.50E+08	1.06E+03
